[2025-12-02 09:15:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-01
正在获取论文...
[arXiv] 2025-12-01 | Generative Video Motion Editing with 3D Point Tracks
[IEEE] 2025-12-1 | Real-Time DCZ Gate Control by Bayesian Optimization with Forgetting
[IEEE] 2025-12-1 | Optimized GKP State for Bosonic Channel Sensing
[ACM] 2025-12-1 | Modeling Student Course Selection Preferences Using K Means Optimization for Intelligent Recommendation
[ACM] 2025-12-1 | On Using LLMs for Vulnerability Classification
[IEEE] 2025-12-1 | EGCR-Net: Edge-Guided Cross-Region Network for Semi-Supervised Soldering Defect Detection
[IEEE] 2025-12-1 | Low-Resolution Quantized OFDM Receiver in LEO Satellite IoT: Ergodic Achievable Rate Analysis and Power Allocation
[IEEE] 2025-12-1 | Enhancing UAV Search under Occlusion using Next Best View Planning
[IEEE] 2025-12-1 | Committee
[IEEE] 2025-12-1 | Table of Contents
[IEEE] 2025-12-1 | Scalable and Optimal Security Allocation in Networks Against Stealthy Injection Attacks
[IEEE] 2025-12-1 | 2025 14th International Symposium on Image and Signal Processing and Analysis (ISPA)
[IEEE] 2025-12-1 | Author Index
[IEEE] 2025-12-1 | Quantum Computing Training for Science and Engineering Students
[IEEE] 2025-12-1 | Enhanced Operational Stability of Flexible Carbon Nanotube Thin Film Transistors Using Low-temperature Post-treatment
[IEEE] 2025-12-1 | Cover Page
[IEEE] 2025-12-1 | LearnRouter: A Reinforcement Learning-Based Routing for Opportunistic Mobile Networks using Multi-Armed Bandit Approach
[IEEE] 2025-12-1 | QSimBench: An Execution-Level Benchmark Suite for Quantum Software Engineering
[IEEE] 2025-12-1 | Quantum-Inspired Trust Scoring for Zero Trust Security: A Simulation-Based Approach
[IEEE] 2025-12-1 | TShape: Rescuing Machine Learning Models from Complex Shapelet Anomalies
[IEEE] 2025-12-1 | Multipurpose Networked Control System Based on Arduino Uno and Modbus RTU RS-485
[IEEE] 2025-12-1 | Quantum-Inspired Optimization and QAOA Validation for Cost-Effective Fertilizer Allocation in Precision Agriculture
[IEEE] 2025-12-1 | Comparative Study of AI Models for Automated Tuberculosis Detection Using Image Processing Techniques
[IEEE] 2025-12-1 | Where Should I Deploy My Contracts? A Practical Experience Report
[IEEE] 2025-12-1 | Enhancing Data Visualization Interpretation through Fine-Tuned VLMs: A Comparative Analysis
[IEEE] 2025-12-1 | Measurement-Based Variational Quantum Imaginary Time Evolution
[IEEE] 2025-12-1 | A Comparative Study of All-Photonic and Memory-Based Quantum Repeaters and Networks
[IEEE] 2025-12-1 | AI Assurance Needs a Systems Engineering Approach
[IEEE] 2025-12-1 | PIL Implementation of a Fuzzy Energy Management Strategy for an Electric Vehicle with Battery and Supercapacitor
[IEEE] 2025-12-1 | Quantum Machine Learning for Intrusion Detection on Noisy Quantum Computers
[IEEE] 2025-12-1 | Metaheuristic Algorithms for Feature Selection and Classification in Breast Cancer Detection: A Comprehensive Framework
[IEEE] 2025-12-1 | Physically-Aware Qubit Reuse for Optimized Quantum Circuit Compilation Using Machine Learning
[IEEE] 2025-12-1 | Assessing Concentration Levels in Interactive Digital Tests Through Portable EEG Technology
[IEEE] 2025-12-1 | A Measure-and-Prepare Framework for Arbitrary Quantum Gate Excision and its Applications
[IEEE] 2025-12-1 | End-to-End EEG Emotion Recognition via Adaptive Frequency Filtering and Sequential Denoising
[IEEE] 2025-12-1 | Phase Estimation and Predictive Control for a Hybrid Beamforming System
[IEEE] 2025-12-1 | Effective Localization Method for Autonomous Mobile Robot Using Ultrawideband Ranges
[IEEE] 2025-12-1 | Federated Deep Learning for DDoS Detection in IoT: Case Studies, Challenges, and Practical Insights
[IEEE] 2025-12-1 | Moveless: Minimizing QEC Qverhead on QCCDS via Versatile Execution and Low Excess Shuttling
[IEEE] 2025-12-1 | Harnessing Deep Learning for Early Detection of Leaf Diseases in Diverse Crops of South Canara
[IEEE] 2025-12-1 | Solving Constrained Combinatorial Optimization Problems with Variational Quantum Imaginary Time Evolution
[IEEE] 2025-12-1 | Orbital-Rotated Fermi-Hubbard Model as a Benchmarking Problem for Quantum Chemistry with the Exact Solution
[IEEE] 2025-12-1 | From Chaos to Security: Quantum Image Encryption in the Age of Cyber Threats
[IEEE] 2025-12-1 | Understanding the Affective, Perceptual, and Analytical Learning Outcomes for Undergraduate Engineering Ethics Pedagogy
[IEEE] 2025-12-1 | How Gender Shapes Career Choices: A Study of High School Students in Japan
[IEEE] 2025-12-1 | Pixel - Perfect Blood Typing: Revolutionizing Detection with Deep Learning
[IEEE] 2025-12-1 | Fraudulent Firm Classification in External Financial Audits using Machine Learning
[IEEE] 2025-12-1 | Comparison between Semantic(Rules-Based) Query and Keyword Based Query in Neo4j Graph Database
[IEEE] 2025-12-1 | Local Optimization of Quantum Circuits
[IEEE] 2025-12-1 | AutoFairML: An Automated Middleware for Fairness Auditing in Real-world AI Pipelines
[IEEE] 2025-12-1 | 5G-Integrated Data Dissemination and Multi Interface Communication Architecture for Enhanced VANETs
[IEEE] 2025-12-1 | Design of Neural Network Accelerator Based on Phase-Change Memory
[IEEE] 2025-12-1 | The Innovative Method for Analyzing Package Protectability with Ball-on-Ring and Ball-on-Plate
[IEEE] 2025-12-1 | Remote Health Monitoring System with AI Analysis
[IEEE] 2025-12-1 | LLM Safety and Context Fallacies
[IEEE] 2025-12-1 | Quantum Circuit Design for Decoded Quantum Interferometry
[IEEE] 2025-12-1 | Implementing Slack-Free Custom Penalty Function for QUBO on Gate-Based Quantum Computers
[IEEE] 2025-12-1 | An Efficient Approach for the Classification of Brain Tumor Using Region Attention-based Dilated Densenet Strategy
[IEEE] 2025-12-1 | HB-YOLO: A Multi-Scale Detection Model for Maize Pests in Complex Agricultural Environments
[IEEE] 2025-12-1 | Deep Learning-based Early Lung Cancer Detection using AlexNet
[IEEE] 2025-12-1 | Pulse-Level Simulation of Crosstalk Attacks on Superconducting Quantum Hardware
[IEEE] 2025-12-1 | Insulator Detection Incorporating Pruning Technology
[IEEE] 2025-12-1 | AI-Native Joint Communication and Computation in 6G Networks and Beyond
[IEEE] 2025-12-1 | Value Stream Mapping &amp; Discrete Event Simulation in a Learning Factory: An Education 5.0 Approach to Teach Digital Lean Manufacturing Principles
[IEEE] 2025-12-1 | Is Digital Fault Sensor Secure Against Multiple Fault Injection?: A Case Study on Ro-Based LFI Sensor Against Double-Spot Laser Attack
[IEEE] 2025-12-1 | From Ideal to Noisy: Adapting Property-Based Testing for Real-World Noisy Quantum Computers
[IEEE] 2025-12-1 | Optimization of HVAC (Heating Ventilation and Air Conditioning Systems) using Machine Learning
[IEEE] 2025-12-1 | Artificial Intelligence and Radar-Enhanced Audio-Visual Speech Recognition for the Next Generation of Communication Technologies
[IEEE] 2025-12-1 | Reconfiguration of Applications in Cloud-Edge Multi-Clusters
[IEEE] 2025-12-1 | Feature Selection of Scattering Coefficients for Water Leakage Classification: mRMR Vs ANOVA
[IEEE] 2025-12-1 | Blockchain-Assisted Secure IoT Transmission using Homomorphic Encryption and Distributed Consensus
[IEEE] 2025-12-1 | On the Impact of Classical and Quantum Communication Networks Upon Modular Quantum Computing Architecture System Performance
[IEEE] 2025-12-1 | Localization Method for Flash Failure Using Non-Destructive Backside Analysis
[IEEE] 2025-12-1 | The Future of Quantum Computing for Energy Geosciences
[IEEE] 2025-12-1 | Skin AI - Virtual Dermatologist
[ACM] 2025-12-1 | Incorporating Gamification Elements into Online Course Design - Taking Honor of Kings as an Example
[ACM] 2025-12-1 | A Compression-Based Approach to Detecting Automated and Coordinated Behavior on Social Media
[IEEE] 2025-12-1 | Bridging Worlds: Preparing Students for Hybrid, Quantum-Classical Computing through, Industry-Academic Collaboration
[IEEE] 2025-12-1 | Panels Program
[IEEE] 2025-12-1 | Thems and Topics
[IEEE] 2025-12-1 | AiGuard: AI-Powered Gas Station Intelligent Monitoring Platform
[IEEE] 2025-12-1 | Subtle Spectral Difference Discriminative Deep Metric Learning with Spectral Center Construction for Hyperspectral Target Detection
[IEEE] 2025-12-1 | Reviewers
[IEEE] 2025-12-1 | Course-Level Clustering to Enhance Dropout Prediction Accuracy
[IEEE] 2025-12-1 | A New Anhysteresis Curve for Magnetic Materials
[IEEE] 2025-12-1 | Referring Remote Sensing Image Segmentation via Multi-Scale Spatially-Guided Joint Prediction
[IEEE] 2025-12-1 | 2025 IEEE 7th Colombian Conference on Automatic Control (CCAC)
[IEEE] 2025-12-1 | Emotion Transition Recognition Using Multimodal Physiological Signal Fusion
[IEEE] 2025-12-1 | Author Index
[IEEE] 2025-12-1 | Solving Storage-Integrated Long-Term Unit Commitment With Guaranteed Bounds on Sub-Optimality
[IEEE] 2025-12-1 | CALI: A Comprehensive Multi-Type, Multi-Unit Appliance Load Identification Framework
[IEEE] 2025-12-1 | Physicochemical Dynamics and Site-Specific Crosslinking at Cellulose Nanocrystal Interfaces for Multifunctional Material Design
[ACM] 2025-12-1 | A depth-interacting hexapod robot for assistive educational accompaniment of deaf children
[ACM] 2025-12-1 | Modeling Chinese Learners’ Flow Experience in Intercultural English Teaching Based on BP Neural Networks
[ACM] 2025-12-1 | Knowledge Graphs towards AI-assisted Smart Education
[ACM] 2025-12-1 | The Application of Artificial Intelligence in Primary School Mathematics Teaching
[ACM] 2025-12-1 | Research on Deep Learning-Based Intelligent Matching Model for Industry-University-Research Collaboration Resources in Private Universities
[IEEE] 2025-12-1 | Analyzing Common Electronic Structure Theory Algorithms for Distributed Quantum Computing
[IEEE] 2025-12-1 | Quantum State Transfer between Heterogeneous 3D QPUs
[IEEE] 2025-12-1 | Quantum Tree Generator Improves Qaoa State-of-the-Art for the Knapsack Problem
[IEEE] 2025-12-1 | Trust-Weighted Sentiment and Environmental Analysis for Theatre Rating using DistilBERT and IoT Sensors
[IEEE] 2025-12-1 | Hybrid Grey Wolf-Blue Whale Optimization for Data-Driven Inventory and Shipping Forecasting
[IEEE] 2025-12-1 | Cyber Threat Intelligence Detection and Response System using QNN Model with Flask Interface, Email, and Twilio Mobile Alerts
[IEEE] 2025-12-1 | Neural Architecture Search for Quantum Autoencoders
[IEEE] 2025-12-1 | A Deep Learning Approach for Plant Disease Detection
[IEEE] 2025-12-1 | Dynamic Software Product Lines for Run-Time Adaptations in Quantum Software
[IEEE] 2025-12-1 | An Approach for Detecting Reverse Shell Attacks Based on Process Log Analysis*
[IEEE] 2025-12-1 | Qubit-Width-Aware Grover Adaptive Search for Combinatorial Optimization Problems
[IEEE] 2025-12-1 | Short-Term Rainfall Prediction from Satellite Images Using Convolutional-LSTM Models
[IEEE] 2025-12-1 | DBN-LSTM: A Hybrid Deep Learning Architecture for Adaptive Interpolation of Coupled Spatio-Temporal Signals
[IEEE] 2025-12-1 | FedColab: Federated Collaborative Learning for Teacher-Student Knowledge Distillation
[IEEE] 2025-12-1 | Google’s VRP Free Algorithm Evaluation Study and its Use in Small and Medium Transportation Problems
[IEEE] 2025-12-1 | Comparing Accuracy and Precision of Random Forest and K-Nearest Neighbors for Brain Tumor Classification
[IEEE] 2025-12-1 | Cost Optimization Techniques for Efficient Resource Allocation in Cloud Computing Environments
[IEEE] 2025-12-1 | Construction Method of Radar Echo Equivalent Model of Plasma Flow Field Coated Target
[IEEE] 2025-12-1 | Quantum Large Language Model Fine-Tuning
[IEEE] 2025-12-1 | Biomedical Sensing via Wearable Technology: A Novel Circular Slotted Antenna
[IEEE] 2025-12-1 | Parallel K-Means Clustering for Customer Segmentation in Predictive Marketing Using OpenMP, MPI, and CUDA
[IEEE] 2025-12-1 | A U-Net Based Image Stitching Detection and Segmentation for Image Stitching Assessment
[IEEE] 2025-12-1 | Ship Detection in SAR Images using Morphological Operations
[IEEE] 2025-12-1 | Partial Federated Primal-Dual Optimization for Network-Based Android Malware Detection
[IEEE] 2025-12-1 | Electrical Fault Isolation on Dislocation Failures Present on SiC-4H Substrate and Physical Analysis by FIB Alignment
[IEEE] 2025-12-1 | Iterative Quantum Annealing for Job Shop Scheduling with a Directed Graph Representation
[IEEE] 2025-12-1 | Comprehensive Multi-Modal Characterization and Analysis of OLED Panels Across the Full Scale
[IEEE] 2025-12-1 | The Junior Mobile Engineering Classes for Youth Engineering Education Operated by Hanyang University and Hyundai Mobis as Part of Their Corporate Social Responsibility Activities
[IEEE] 2025-12-1 | Blockchain-Based Framework for Secure and Transparent E-Voting Using Ethereum: An Alternative to Traditional EVMs
[IEEE] 2025-12-1 | Secure Simulation of BB84 and E91 Quantum Cryptography Protocols
[IEEE] 2025-12-1 | Intrusion Detection for Security Enhancing using Machine Learning Algorithm
[IEEE] 2025-12-1 | QubiCML: ML-Powered Real-Time Quantum State Discrimination Enabling Mid-Circuit Measurements
[IEEE] 2025-12-1 | CoT-MT: Chain-Of-Thought Guided Multi-Granularity Temporal Question Answering With Kg-Augmented Llms
[IEEE] 2025-12-1 | Semantic Segmentation of Brain Tumors Using an Enhanced U-Net Architecture: A Novel Layering Approach and Innovative Framework
[IEEE] 2025-12-1 | ESD Robustness and Failure Analysis of Cascode GaN MIS-HEMTs Under Component-Level Test
[IEEE] 2025-12-1 | An Efficient Hybrid Classical Quantum Algorithm for Mixed-Integer Constrained Optimization
[IEEE] 2025-12-1 | Simulation Algorithm for Depth Images of Imaging LiDAR
[IEEE] 2025-12-1 | Network Simulation Bridge: Bridging Distributed Applications with Network Simulation Platforms
[IEEE] 2025-12-1 | Multi-head Attention based Deep Learning Framework for Identifying Distributed Denial of Service Attacks
[IEEE] 2025-12-1 | Machine Learning Classification for Attack Trace Detection in Smart Home Enabled IoT Devices
[IEEE] 2025-12-1 | Deadline and Security-Aware Workflow Scheduling in the Public Cloud Environment
[IEEE] 2025-12-1 | Efficient Gaussian State Preparation in Quantum Circuits
[IEEE] 2025-12-1 | Revolutionizing IC Package Decapsulation with Microwave-Induced-Plasma (MIP) System
[IEEE] 2025-12-1 | Photovoltaic Power Prediction Based on Snowmelt Optimization and VMD-PC-BILSTM
[IEEE] 2025-12-1 | Classically Enhanced CV-MDI-QKD
[IEEE] 2025-12-1 | Feature Difference Guided Subpixel Matching for 6D Object Pose Estimation
[IEEE] 2025-12-1 | Privacy-Enhanced Social Proximity Matching Protocols for Decentralized Online Social Networks
[IEEE] 2025-12-1 | eSLIM++ - An Efficient Subjective Logic Implementation in C++ Providing Easy-to-Use Python Interfaces
[IEEE] 2025-12-1 | Multi-Tenant Job Scheduling in Quantum Data Centers
[IEEE] 2025-12-1 | Monte Carlo Qudit Stabilizer Sampling with Pauli Frames
[IEEE] 2025-12-1 | Evolution and Applications of Codeless AI Model Generation Tools for AI-Driven Education
[IEEE] 2025-12-1 | Servicing Demands between Multiple Pairs of Nodes on Heterogeneous Quantum Networks
[IEEE] 2025-12-1 | Collision-Aware Autonomous Driving System
[ACM] 2025-12-1 | Research on the Practice Path and Effect Evaluation of Blended Teaching Based on Micro-lectures in Database Courses
[ACM] 2025-12-1 | ROIS: Role-Based Multi-Agent Collaboration by Context-Time-Aware Information Sharing
[ACM] 2025-12-1 | A Blockchain-based System for Dataset Certification and Integrity Verification
[IEEE] 2025-12-1 | Mapping out the Quantum Channel zoo
[IEEE] 2025-12-1 | Message from the Industry Track Co-Chairs: ISSREW 2025
[IEEE] 2025-12-1 | Novel Thick Low K Via PFIB Delayering Methodology Development
