[2025-11-20 09:10:57] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-19
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202511190000+TO+202511192359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2025-11-19 | Towards Generalizable Deepfake Detection by Primary Region Regularization
[IEEE] 2025-11-19 | Structuring Ethical and Scalable Data Systems: Operational Models from Telecom, Healthcare, and Supply Chain
[IEEE] 2025-11-19 | Implementing Machine Learning models in a Kubernetes cluster for a smart monitoring system
[IEEE] 2025-11-19 | A Study on the Effect of Sunlight Spectrum Led for Saffron Growth
[IEEE] 2025-11-19 | Doubly-Fed Wind Turbine Nacelle Acoustic Vibration Fusion Monitoring and Fault Diagnosis
[IEEE] 2025-11-19 | A CNN-BiLSTM-Based Evaluation Model for Steady-State Bearing Fault Diagnosis Method
[IEEE] 2025-11-19 | Design for Manufacturing and Measurements of a 1:3 Scale Wideband HF Antenna
[IEEE] 2025-11-19 | Research on Intelligent Coordinated AVC Control of Primary and Distribution Networks Based on Reinforcement Learning
[IEEE] 2025-11-19 | A Prompt-Driven Industrial Large Model for Intelligent Operation and Maintenance of High-End Equipment
[IEEE] 2025-11-19 | Application of Damping in SAR Antenna Support Structure to Control Response at Vibration Test
[IEEE] 2025-11-19 | Economic benefit analysis of the integrated hydrogen energy system park under optimized operation
[IEEE] 2025-11-19 | Adaptive Control of Rail Pressure in High-Pressure Common Rail System Based on RBF-LADRC
[IEEE] 2025-11-19 | TELSIKS 2025 Cover Page
[IEEE] 2025-11-19 | Crop Classification with Multi-Frequency Multi-Temporal Polarimetric and Interferometric SAR Data
[IEEE] 2025-11-19 | Exploring the Need for Haptic Feedback and Improved Communication in Robotic-Assisted Surgery: A Surgeon-Centered Survey_supp1-3633553.xlsx
[IEEE] 2025-11-19 | Performance Analysis of OFDM-OAM Communications with Delay-Line Feeding Networks
[IEEE] 2025-11-19 | CPERE 2025 Index
[IEEE] 2025-11-19 | TELSIKS 2025 Cover Page
[IEEE] 2025-11-19 | Multimodal Cognitive Load Estimation with Radio Frequency Sensing and Pupillometry in Complex Auditory Environments
[IEEE] 2025-11-19 | Shared-Aperture Dual Circularly Polarized Phased Array Antenna with Small Frequency Ratio for Satellite-Assisted IoT Communications
[IEEE] 2025-11-19 | FAASTRACKER: Efficient Cross-Layer Provenance Tracking of Serverless Applications with Multi-Source Correlation
[IEEE] 2025-11-19 | ICEIOM 2025 Cover Page
[IEEE] 2025-11-19 | ASAP-ML: Antibiotic Susceptibility and Antibiogram Prediction with Machine Learning Methods_supp1-3634090.pdf
[IEEE] 2025-11-19 | AffectNet+: A Database for Enhancing Facial Expression Recognition With Soft-Labels
[IEEE] 2025-11-19 | Low-Latency DFE Error Propagation Correction and Partial-Response Filter-based Threshold Estimation for High-Speed Wireline Receivers
[IEEE] 2025-11-19 | Multi-objective optimization of DC microgrids under stability constraints
[IEEE] 2025-11-19 | Bayesian Deep Learning for Remaining Useful Life Estimation via Stein Variational Gradient Descent
[IEEE] 2025-11-19 | Ultra-Tightly Coupled GNSS/INS/Vision Integrated System for Centimeter-Level Vehicle Positioning in Challenging Environments
[IEEE] 2025-11-19 | Adaptive Optimal Prescribed Performance Tracking Solutions for Multiplayer Systems With Error Constraints
[IEEE] 2025-11-19 | Direct Routing Solution for Microsoft Teams Calling Service (PoC)
[IEEE] 2025-11-19 | A Feature Enhancement Method for Microphone Array Signals Based on Wavelet Domain Polynomial Eigenvalue Decomposition
[IEEE] 2025-11-19 | Double-Path Residual Network with Attention Mechanism and Bidirectional Gated Recurrent Unit and its Application in Planetary Gear Fault Classification
[IEEE] 2025-11-19 | Imitation Learning-Based Mobile Robot Navigation Using Semantic Segmentation and Depth Estimation
[IEEE] 2025-11-19 | Nudge Driven Decision Suite
[IEEE] 2025-11-19 | Study on Diabetes Screening Algorithm Based on PKIBlock Multi-Scale Convolution Combined with MobileVIT
[IEEE] 2025-11-19 | Low-Light Face Recognition: A Systematic Literature Review
[IEEE] 2025-11-19 | Paramtetric Analysis of Ice purity in a freezing based preatement for Reverse Osmosis Desalination
[IEEE] 2025-11-19 | Stochastic Portfolio Optimization and Market Behavior: A Comparative Study of Islamic and Developed Equity Indices
[IEEE] 2025-11-19 | Architecture, Engineering, and Artificial Intelligence in Agricultural Technology
[IEEE] 2025-11-19 | AI as a source of increased danger (risk to loss life)
[IEEE] 2025-11-19 | AI Assistants and the Transformation of Scientific Authorship: A Comparative Analysis of Regulatory Approaches
[IEEE] 2025-11-19 | Design and Implement of a Network Log Analysis System for Intelligent Operations and Maintenance
[IEEE] 2025-11-19 | Research on Transient Stability Critical Clearing Time Assessment and Correction Control Based on Bayesian optimization LightGBM
[IEEE] 2025-11-19 | Quantification of Human Postural Positions During Work Based on the Data from the IMU Sensor
[IEEE] 2025-11-19 | Proposal of Pulse Wave Extraction Method Based on Pulse Wave Selection Method Using Adaptively Computed Higher-Order Statistics
[IEEE] 2025-11-19 | Generating Transmission Line Fault Waveforms Using an Improved Conditional GAN
[IEEE] 2025-11-19 | Optimal Design of Hybrid Wind/Fuel Cell Microgrid Using Starfish Optimization Algorithm
[IEEE] 2025-11-19 | LEASGgram: An Adaptive Detection Method of Locomotive Bearing Repetitive Transient Impulses with Automatic Frequency Band Segmentation
[IEEE] 2025-11-19 | Automated, Interpretable and Efficient ML Models for Real-World Lightpaths’ Quality of Transmission Estimation
[IEEE] 2025-11-19 | Collision-free Circular Formation Control for Nonholonomic Vehicles under Obstacle Occlusion with Relative Measurement
[IEEE] 2025-11-19 | An RF Energy Harvesting Scheme Based on Phase-Gradient Metasurface and Hybrid Dipole–Dielectric Resonator Antenna
[IEEE] 2025-11-19 | Gradient-Based Co-Design of Nonlinear Optimal Regulators With Stability Guarantee
[IEEE] 2025-11-19 | Learning to Detect Sleep Micro-Events from Coarse Sleep Stage Annotations
[IEEE] 2025-11-19 | CWPS: Efficient Channel-Wise Parameter Sharing for Knowledge Transfer
[IEEE] 2025-11-19 | An Adaptive Optimization Regulation Method for Neutron Spectrum Based on Reinforcement Learning
[IEEE] 2025-11-19 | OwnershipTracker: a Visual Analytics Approach to Uncovering Historical Book Ownership Patterns
[IEEE] 2025-11-19 | Design of Wideband Real-time Decimation Filter for Spectrum Analysis in 20GSPS Mixed Domain Oscilloscope
[IEEE] 2025-11-19 | Co-Optimization Technology for Nonlinear Behavior Consistency and Efficiency/Linearity of Power Amplifiers
[IEEE] 2025-11-19 | Restoring-free Transposable eDRAM-based Computing-In-Memory System for SNN On-chip Unsupervised STDP Learning
[IEEE] 2025-11-19 | ICOA 2025 Cover Page
[IEEE] 2025-11-19 | Imitation Learning for Multiobjective Optimization&amp;#x2014;AlphaMOEA_supp1-3630825.pdf
[IEEE] 2025-11-19 | Federated Learning-Enabled Digital Twins for Privacy-Preserving Cardiovascular Disease Detection in Consumer Electronics
[IEEE] 2025-11-19 | CPERE 2025 Contributor Page
[IEEE] 2025-11-19 | Vehicle and Human Classifications Based on FMCW Radar Using Point Cloud Data with a PointCNN Approach
[IEEE] 2025-11-19 | Parameter Sensitivity Analysis of Dynamic Response of Vibration Receiving Structure of Encased Differential Planetary Train
[IEEE] 2025-11-19 | Disentangled Cycle-Translation Framework for Medical Image Anomaly Detection
[IEEE] 2025-11-19 | Extraction of Microvibration Signals from Ultra-High Voltage Transformer Structure Based on Fast Template Matching Technique
[IEEE] 2025-11-19 | Modular Multilevel Converter Submodule Protection Scheme Based on Pulse Signal Accumulation Values
[IEEE] 2025-11-19 | Machine Learning-Based Classification of SSVEP at 40Hz Induced by Diverse Optical Parameters
[IEEE] 2025-11-19 | A Data Segmentation Method for Airborne Bistatic SAR Based on Spatial Variability Analysis
[IEEE] 2025-11-19 | From Engineering Electromagnetics to Electromagnetic Engineering
[IEEE] 2025-11-19 | Fault Diagnosis Method for Harmonic Reducer Based on Federated Prototype Domain Adaptation
[IEEE] 2025-11-19 | An Electromagnetic Induction Sensor with Load-Bearing and Structural Crack Monitoring Capabilities
[IEEE] 2025-11-19 | Four Port Converter for Electric Vehicle Charging Stations
[IEEE] 2025-11-19 | Analysis of Space Configuration of the Same Orbit on Positioning Performance in Bistatic SAR Satellites
[IEEE] 2025-11-19 | Research and Application of Multi-dimensional Data Statistical Analysis Method for Multi-energy Complementary Integrated Dispatching System
[IEEE] 2025-11-19 | Innovative design of frequency reconfigurable antenna using metaheuristic algorithms based on neural networks
[IEEE] 2025-11-19 | 3D Landmarks and Dynamic Emotions for Classroom Engagement Analysis: A Unified GNN-Transformer Model with FLAME Blendshapes
[IEEE] 2025-11-19 | An Analysis of Powertrain Efficiency Using a Two-Level and a Three-Level Inverter
[IEEE] 2025-11-19 | Optimizing Inter-Provincial Power Transmission Efficiency Scheduling Strategies under Triple-Market Dynamics: An NSGA-II-Based Model Integrating Electricity, Carbon, and Green Certificate Policies
[IEEE] 2025-11-19 | Design and Analysis of Harmonic Tag with RF Energy Harvesting Circuit
[IEEE] 2025-11-19 | Research on Sensor Fault Isolation Method for Transmission Systems Based on Convolutional Autoencoder
[IEEE] 2025-11-19 | Detection of Auricular Reflex Zones with MultiResUNet-DPDA
[IEEE] 2025-11-19 | Physics-Informed Neural Networks for Pharmacodynamic Compartment Models of Animal Cell Culture
[IEEE] 2025-11-19 | A Design of Moving Target Imaging Technology for Distributed SAR with Geosynchronous Illuminator
[IEEE] 2025-11-19 | Design of a Superconducting Sector Dipole Magnet for the High Rigidity Spectrometer at the Facility for Rare Isotope Beams
[IEEE] 2025-11-19 | Solving At-Least Sequence Constraints in Nurse Rostering Problem Using SAT
[IEEE] 2025-11-19 | Advanced Multi-Waveform KA-Band Lightweight Multi-Rotor UAV SAR System
[IEEE] 2025-11-19 | Research and Development of Power Communication Resource Management System Based on Big Data Mining Technology
[IEEE] 2025-11-19 | Causal Inference-Based Fault Diagnosis and Abnormal Degradation Detection for Aero-Engine
[IEEE] 2025-11-19 | Bifurcation-Based Phase Control for Constant-Frequency Operation of a Capacitive Wireless Power Transfer System with Two Receivers
[IEEE] 2025-11-19 | Mass Imbalance Identification of Wind Turbine Blades Based on Information Fusion of Tower and Main Shaft Vibration Signals
[IEEE] 2025-11-19 | Research on Data Mining and Analysis of Hydropower Station Monitoring Based on Intelligent System
[IEEE] 2025-11-19 | A Matching Method for Unmanned Aerial Vehicle Images and Spaceborne Images Based on LightGlue
[IEEE] 2025-11-19 | MAST: A Multi-Scale Adaptive Swin Transformer for Enhanced Fetal Heart Disease Classification
[IEEE] 2025-11-19 | Standardized Virtual Power Plant Dispatch Method for Central Air Conditioning Systems Based on Thermal Modeling
[IEEE] 2025-11-19 | A Rolling Bearing Fault Diagnosis Method Based on Multi-scale Feature Extraction and Transfer Learning
[ACM] 2025-11-19 | Transaction Processing in Blockchain Sharding: Current Trends and Future Research Directions
[IEEE] 2025-11-19 | A classification framework for concealed weapon detection using sub-terahertz images: LSTM-based optimized deep neural network
[IEEE] 2025-11-19 | Data-driven Control Optimization on Frequency Response for Fast and Precise Motion of Flexible Joint Robots
[IEEE] 2025-11-19 | TELSIKS 2025 Committees
[IEEE] 2025-11-19 | AI with Attentive Intelligence (AI
                    <sup>2</sup>
                    ) – Enabling Physical Monitoring Without Physical Boundaries
[IEEE] 2025-11-19 | Post-Quantum Traceable Anonymous Cross-Domain Authentication for Blockchain-based IoT
[IEEE] 2025-11-19 | MADDPG-Based Resource Allocation for Integrated Communication, Sensing and Computing in UAV-Assisted IoV Networks
[IEEE] 2025-11-19 | Noninvasive Measurement of Radial Artery Pulse Wave and Arterial Stiffness Evaluation Based on Portable Device_supp1-3629871.pdf
[IEEE] 2025-11-19 | Thank You for Your Authorship
[IEEE] 2025-11-19 | Identify As A Human Does: A Pathfinder of Next-Generation Anti-Cheat Framework for First-Person Shooter Games
[IEEE] 2025-11-19 | On-Device Intent Reasoning for Smart Home Agents via Ontology-Augmented sLLMs
[IEEE] 2025-11-19 | 2025 International Conference on Equipment Intelligent Operation and Maintenance (ICEIOM)
[IEEE] 2025-11-19 | A 3-mm
                    <sup>2</sup>
                    , Multi-Data-Rate, Low-Power IR-UWB Transmitter With On-Chip Antenna for Distributed, Free-Floating Neural Implants
[IEEE] 2025-11-19 | Human-in-The-Loop Adaptive Fault-Tolerant Control for Quadrotor UAVs in Distributed Formation With Fast Finite-Time Convergence
[IEEE] 2025-11-19 | GDRNet: A deep learning framework for dynamic sliding window determination and improved prediction accuracy in online IIoT systems
[IEEE] 2025-11-19 | Testing Methods for Ultra-High Altitude Environmental Adaptability of Power Transmission and Transformation Sensing Terminals
[IEEE] 2025-11-19 | Research on RUL Prediction Method of Lithium-ion Battery Based on EIS
[IEEE] 2025-11-19 | Combining ARDL and Tree-based Machine Learning Methods to Assess the Impact of Exchange Rate Volatility on Moroccan Foreign Trade
[IEEE] 2025-11-19 | Spectral Characterstics of Active Wide-Band Acoustic Emission Signals for Lithium-Ion Battery Monitoring
[IEEE] 2025-11-19 | Simulation research on transmission line sag high-precision monitoring system based on millimeter-wave radar
[IEEE] 2025-11-19 | Imputing Missing Values Using a Machine Learning Model Approach for Flood Prediction
[IEEE] 2025-11-19 | Capacity configuration of zero-carbon hydrogen metallurgy system coupled with underground salt cavern hydrogen storage
[IEEE] 2025-11-19 | Comparative Study of Battery Back-up Units (BBUs) Configurations for Data Centers
[IEEE] 2025-11-19 | Precoded Stbc With Beamforming for Secure Next-Generation Networks
[IEEE] 2025-11-19 | Optimization of FSAE Vehicle Dimensional Parameters Based on Three-Degree-Of-Freedom Double-Track Model and Optimal Control
[IEEE] 2025-11-19 | Intrusion Detection for Smart City Security by Boosting Algorithms Optimized by Metaheuristics Algorithm
[IEEE] 2025-11-19 | An LLM-Agent and Knowledge Graph–Integrated Framework for Collaborative Optimization of Hydropower Maintenance Resources Scheduling
[IEEE] 2025-11-19 | Testing Different Models for Brain Tissue Segmentation on ISBR18 Dataset
[IEEE] 2025-11-19 | Advanced Machine Learning for Optical Network Fault Detection: A Comprehensive Benchmarking Review of Performance, Generalizability, Innovation, and Real-World Applicability
[IEEE] 2025-11-19 | Research on Global Optimization Scheduling Strategy for Virtual Power Plants Based on Cloud-Edge Collaboration
[IEEE] 2025-11-19 | Structural Optimization and Verification of a Permanent Magnet Dynamic Vibration Absorber Based on Gradient Descent Method
[IEEE] 2025-11-19 | Experimental Analysis of RV Reducer Angular Contact Ball Bearing Failure Based on Different Preload Conditions
[IEEE] 2025-11-19 | Research on the Joint Satellite-Ground Mission Planning Method of D-InSAR Satellite
[IEEE] 2025-11-19 | Design of Controllable Ceramic Sealing Ring Structure
[IEEE] 2025-11-19 | Research on Thresholds for Power Quality Indicator Early Warning Based on Load Forecasting and Composite Weighting
[IEEE] 2025-11-19 | A Single-stage Single-phase Five-level Common Ground Inverter with Boosting Ability and CCM Operation
[IEEE] 2025-11-19 | Effect of Titanium Mesh Cranioplasty on Magnetic Field Distribution from Mobile Phone within the User’s Head
[IEEE] 2025-11-19 | Lotus: A Hybrid Cross-Chain Framework for Privacy-Preserving Digital Identity
[IEEE] 2025-11-19 | A Method for Improving the Short-Circuit Ratio of New Energy Stations Based on Virtual Synchronous Control
