[2026-01-14 09:18:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-13
正在获取论文...
[arXiv] 2026-01-13 | Gyral-Sulcal-Net: An Integrated Network Representation of Brain Folding Patterns
[IEEE] 2026-1-13 | An Innovative Secure Multimodal Biometric Verification and Encryption Scheme Using Integrity Key Cryptography and Feature Level Fusion in Cloud Computing
[IEEE] 2026-1-13 | WIP: Mapping Misconceptions Across Key Electric Circuit Concepts
[IEEE] 2026-1-13 | SnO
                    <sub>2</sub>
                    -CNT Resistive Sensor for Low-Temperature Detection of Electrolyte Solvent used in Lithium-Ion Batteries
[IEEE] 2026-1-13 | Coconut Milk Freshness Classification using Mamdani-Type Fuzzy Logic and VOC Sensor Data
[IEEE] 2026-1-13 | ATSG: Adaptive Token Linking With Segment Anything Model Guidance For Weakly Supervised Remote Sensing Image Semantic Segmentation
[IEEE] 2026-1-13 | Exploring the Impact of Classroom Composition on Women's Experiential Identity, Interest, and Self-Efficacy in Microelectronics
[IEEE] 2026-1-13 | ICOCO 2025 TOC
[IEEE] 2026-1-13 | WIP: Structured AI Tutoring in Engineering Education
[IEEE] 2026-1-13 | A Novel Hybrid Wireless Power Transfer Coupler for Unmanned Aerial Vehicle Application
[IEEE] 2026-1-13 | Subjective-objective Emotion Correlated Generation Network for Subjective Video Captioning_supp2-3649363.png
[IEEE] 2026-1-13 | Accessibility and Accommodations for Students with Disabilities in STEM Higher Education: Synthesis of Research on Computing, Physics, and Engineering
[IEEE] 2026-1-13 | Antecedents and Outcomes of Learning Management System Usage: Evidence from Developing Country Educational Institutions
[IEEE] 2026-1-13 | Efficient Continuous Object Tracking with Fog-Assisted Boundary Detection in IoT-Enabled WSN
[IEEE] 2026-1-13 | Transferring Policy of Offline Reinforcement Learning from Hybrid Dataset to Real World via Progressive Neural Network_supp1-3653285.mp4
[IEEE] 2026-1-13 | Low-Light Welding Defect Detection Using Retinex-Enhanced YOLOv11 for Steel Welding Inspection
[IEEE] 2026-1-13 | Integration of Big Data, Dynamic Systems, and Artificial Intelligence in Local Government Decision Making: A Systematic Literature Review
[IEEE] 2026-1-13 | BERT-Based Multi-Task Classification Model for Free Health Check-Up Program Analysis
[IEEE] 2026-1-13 | Expanding Life Expectancy Prediction With Digital Health and Personal Data Integration
[IEEE] 2026-1-13 | Design of an AI-Assisted Support System for Manual Procedure Education Using LLMs and RAG
[IEEE] 2026-1-13 | Using NLP Tools for Processing Unstructured Information for Financial Reports
[IEEE] 2026-1-13 | Real-Time Defect Detection and Intervention System for FDM Printers Using Accelerometer Data
[IEEE] 2026-1-13 | Evaluating Scalability and Success Rates of Exact and Approximate N-Queens Solvers
[IEEE] 2026-1-13 | Designing a Theoretical AI-Based Fault Detection System for Rocket Engines
[IEEE] 2026-1-13 | Periodic Event-Triggered Quantized Control for Nonlinear Systems With Packet Losses and Large Transmission Delays
[IEEE] 2026-1-13 | MMSP 2025 Cover Page
[IEEE] 2026-1-13 | Exploration-Enhanced Proximal Policy Optimization
[IEEE] 2026-1-13 | Demonstration of a Subwavelength Radiofrequency Resonator for Infant Brain Imaging at 1.5 T
[IEEE] 2026-1-13 | A Fog-based approach to Forest Fire detection
[IEEE] 2026-1-13 | Ransome Watch: A Web-Based Malware Detection and Analysis System
[IEEE] 2026-1-13 | Secure and Trustworthy Multisource Data Sharing Using Blockchain for Agricultural Risk Mitigation
[IEEE] 2026-1-13 | AI-Driven Natural Language Processing to SQL Query Generation for Enhanced Human-Machine Interaction in the Digital Era
[IEEE] 2026-1-13 | When Project-Based Learning Meets Edge Computing: An Experience Report
[IEEE] 2026-1-13 | The Energy Literacy Spectrum: Understanding Students' Thoughts, Feelings, and Behaviors
[IEEE] 2026-1-13 | Legal-Ethical Learning for Sustainable Transformation of 6G Software Technology
[ACM] 2026-1-13 | Rule-based Classifier Models
[ACM] 2026-1-13 | AF-XRAY: Visual Explanation and Resolution of Ambiguity in Legal Argumentation Frameworks
[ACM] 2026-1-13 | CPU-Limits kill Performance: Time to rethink Resource Control
[ACM] 2026-1-13 | A Fast, Efficient, and Strongly-Consistent Object Store
[IEEE] 2026-1-13 | Parameter estimation of a linear ARX model with skewed heavy-tailed noise
[IEEE] 2026-1-13 | Improved Dynamic Window Approach Using Sugeno Fuzzy Logic for Mobile Robot Collision Avoidance
[IEEE] 2026-1-13 | ConvSE for Multiple Sclerosis Lesion Segmentation
[IEEE] 2026-1-13 | Handover Optimization in LTE Networks Using Contextual Bandit Reinforcement Learning and Real-World Data
[IEEE] 2026-1-13 | A Comparative Analysis on Discernment of Human Versus AI-Generated Art
[IEEE] 2026-1-13 | Explainable AI For Phishing Detection: Techniques, Challenges, and Experimental Validation
[IEEE] 2026-1-13 | Identifying Key Molecular Features for Cancer-Related hCA Inhibitor Compounds Using Machine Learning Models
[IEEE] 2026-1-13 | WIP: Designing Faculty Mentorship at Scale: Lessons from the Mentorship 360 Faculty Mentoring Program at Arizona State University
[IEEE] 2026-1-13 | WIP: Motivating Calculus for Computer Science Majors
[IEEE] 2026-1-13 | WIP: Students in Dysfunctional Team: First Year Engineering Design Course Perspective
[IEEE] 2026-1-13 | Effective SegFormer Ensemble for Diabetic Foot Ulcer Segmentation
[IEEE] 2026-1-13 | WIP Bridging the Gap: Faculty Perspectives on Microlearning Implementation in Engineering and Computing Education
[IEEE] 2026-1-13 | WIP: Leveraging Collaborative Online International Learning (COIL) Projects for Industry-Driven Software Development in Undergraduate Education
[IEEE] 2026-1-13 | A Secure and Privacy-Preserving Blockchain-Based Framework for Fraud-Resilient E-Health Systems
[IEEE] 2026-1-13 | A Study and Implementation of Customizable Optical Mark Recognition Sheets for Assessments
[IEEE] 2026-1-13 | Robust Parkinson’s Disease Screening from Speech via Self-Supervised Learning Models and Task-Wise Analysis
[IEEE] 2026-1-13 | WIP: Multi-Agent Artificial Intelligence Model to Enhance Self-Regulated Learning and Conceptual Understanding in Computer Science Education
[IEEE] 2026-1-13 | A Comprehensive Fraud Detection System Based on Client Transaction History and Behavioral Data Analysis
[IEEE] 2026-1-13 | Integrating Post Quantum Cryptography (PQC) for End-to-End Security in Edge and IoT Environments
[IEEE] 2026-1-13 | A Survey of AI in System of Systems With a Focus on Power Electronic Systems—Part I: Design and Control
[IEEE] 2026-1-13 | Neuroplasticity-Inspired Adaptive Intrusion Detection System for Real-Time Threat Recognition and Self-Correction
[IEEE] 2026-1-13 | Ageism in the Computer Science University Classroom: A Service Learning Case Study
[IEEE] 2026-1-13 | Vision-Based Granular Detection of Aquaculture Feed Pellets: A Systematic Review
[IEEE] 2026-1-13 | The Personality Legal Protection Methodology in the Digital Environment
[IEEE] 2026-1-13 | EEG-Based Classification of MDD Using Different Feature Sets
[IEEE] 2026-1-13 | Forecasting Meningococcal Infection Dynamics in Ukraine Using Exponential Smoothing During Wartime Disruptions
[IEEE] 2026-1-13 | 2025 IEEE International Workshop on Multimedia Signal Processing (MMSP)
[IEEE] 2026-1-13 | Facial Micro-Expression-Based Deepfake Detection Using Temporal Convolutional Networks
[IEEE] 2026-1-13 | Deep learning-based Classification for Circulating Tumor Cells
[IEEE] 2026-1-13 | TC-NetTrack: An Approach for Creating Digital Evidences for Flows in IP Networks
[IEEE] 2026-1-13 | Immersive Education with Mixed Reality: A Case Study at a Zoological Museum
[IEEE] 2026-1-13 | MTGRec: A Novel Sequential Recommendation based on Multi-modal Temporal Graph
[IEEE] 2026-1-13 | Preliminary Development of a Closed-Loop FES System Application with a Co-activation Map for Restoring Knee Joint Movements
[IEEE] 2026-1-13 | Objective Evaluation of Upper Limb Function after Stroke using Artificial Intelligence in Post-Acute Care
[IEEE] 2026-1-13 | Exploring the Role of Graduate Student Mentors in Apprenticeship-Style Undergraduate Student Research Experiences in Engineering
[IEEE] 2026-1-13 | WIP: QUINTET: A Platform for Quantum Internet Education and Training
[IEEE] 2026-1-13 | Bayesian Optimisation for Sensor Scheduling and Tracking with Different Acquisition Functions
[IEEE] 2026-1-13 | CENIM 2025 Cover Page
[IEEE] 2026-1-13 | Smart Risk Prediction for Medical IoT A Dynamic and Privacy-Preserving Cybersecurity Model
[IEEE] 2026-1-13 | Interactive Visual Programming on CaSMM: The Benefits and Challenges of Children's Computational Thinking Development in STEM Learning
[IEEE] 2026-1-13 | Forecasting Stock Market Fluctuations in Pakistan Using PyTorch TabNet
[IEEE] 2026-1-13 | Predictive Analysis of Student Dropout in the Computer Science Program at the University of Brasilia
[IEEE] 2026-1-13 | Multi-Scale Robustness Evaluation of Deepfake Detectors
[IEEE] 2026-1-13 | Building Interaction Virtual Reality From the 3D Orthomosaic Model
[IEEE] 2026-1-13 | Improving User Privacy Through Deep Learning: JavaScript Tracking Detection
[IEEE] 2026-1-13 | Research on the Legal Effect and Judicial Challenges of Smart Contracts in Logistics Electronic Bills of Lading
[IEEE] 2026-1-13 | Design and Analysis of a Miniaturized Nested Multi-Ring CSRR for Aircraft Navigation and Radar Systems
[IEEE] 2026-1-13 | A Framework for Autonomous and Sustainable Crop Protection: An Intelligent Multi-Objective Pesticide Application System
[IEEE] 2026-1-13 | Machine Learning Driven Predictive Model for Smart Tourism Development
[IEEE] 2026-1-13 | On the Digital Law Development Issue in the Strengthening Ukrainian Civil Society Context: Moral and Ethical Aspects
[IEEE] 2026-1-13 | Zero Trust Meets AI: A Survey Across Multi-Cloud and Hybrid Environments
[IEEE] 2026-1-13 | A Trust-Enabled Edge-Assisted Depth-Based Protocol for Reliable and Secure Data Transmission in Underwater IoT
[IEEE] 2026-1-13 | A Unified View of Multimodal Emotion Recognition Systems
[IEEE] 2026-1-13 | Automated Quantification of Hydrocephalus-Related Imaging Indices Using a Segmentation Model
[IEEE] 2026-1-13 | Apply Convolutional Neural Networks (CNNs) in Virtual Reality (VR) Systems: Integrating Multisensory Feedback Technologies with Real-Time Facial Recognition of Emotions
[IEEE] 2026-1-13 | LC-BERT: Dimensionality Reduction on BERT’s Vector Embeddings
[IEEE] 2026-1-13 | Joint Punctuation Restoration and Text Capitalisation with a Hybrid XLM-RoBERTa—LSTM Model
[IEEE] 2026-1-13 | Edge-Enhanced Encoder-Decoder Framework for ALS Detection in Abdominal LCTIs with Deep Liver Localization
[IEEE] 2026-1-13 | Particle Swarm-Optimized ANFIS for Medical Decision Support: A Case Study in Type 2 Diabetes
[IEEE] 2026-1-13 | Privacy-Preserving Student Success Prediction Using a Federated Weighted Ensemble Under Non-IID Data
[IEEE] 2026-1-13 | TRUST-X: Real-Time Explainable Decision-Making Framework for Reinforcement Learning-Based UAV Control
[IEEE] 2026-1-13 | Digital Twin-Based Smart Metering Framework with Real-Time Monitoring via Microsoft Azure IoT
[IEEE] 2026-1-13 | Enhancing LoRaWAN Simulator for Real-World Integration and Research Experimentation
[IEEE] 2026-1-13 | ADMInC 2025 Cover Page
[IEEE] 2026-1-13 | Optimized Blockchain Protocols for Double-Spending Mitigation Using Lightweight Cryptography
[IEEE] 2026-1-13 | WIP: Faculty Mentoring Experiences in an Evolving NSF S-Stem Project
[IEEE] 2026-1-13 | An Efficient FPGA System for Hypersparse Feed Forward Networks for Chip Memory Mapping
[IEEE] 2026-1-13 | Cost Prediction Model of Power Transmission and Transformation Project Based on Improved PSO and LSSVM
[IEEE] 2026-1-13 | Ethical Considerations in Artificial Intelligence: A Curricular Approach for STEM Disciplines
[IEEE] 2026-1-13 | UAV-Assisted Real-Time Disaster Detection Using Optimized Transformer Model
[IEEE] 2026-1-13 | Handwriting Biometrics for Parkinson’s Disease Detection Using Deep Learning
[IEEE] 2026-1-13 | AI-assisted Intent-Mapping and translation for Digital Twins Network applications
[IEEE] 2026-1-13 | Challenges and Opportunities in Quantum-Enhanced XAI for Medical and Healthcare Systems
[IEEE] 2026-1-13 | Lightweight Monocular Depth Estimation and D3QN-based Obstacle Avoidance for UAV
[IEEE] 2026-1-13 | An Agentic Reasoning-Based Feedback System for Programming Assignments
[IEEE] 2026-1-13 | A Complex-Valued Rotational Chaotic Map with Zynq-Based Hardware Implementation
[IEEE] 2026-1-13 | MTxLSTM: Multi-Task Learning for Gesture Recognition and Person Identification using a Miniature Radar Sensor
[IEEE] 2026-1-13 | Fostering Practical Skills in Computer Networks with IoT-Centric Project-Based Learning
[IEEE] 2026-1-13 | Robust Adaptive PID Control Based on a Modified Nussbaum Function for Robots Exposed to Significant Changes in Dynamics
[IEEE] 2026-1-13 | YOLOv11 based algorithm for abandoned luggage detection with dynamic radius estimation
[IEEE] 2026-1-13 | Mobile UI/UX Energy Efficiency Profiling: A Comparative Analysis of Dark and Light Modes
[IEEE] 2026-1-13 | Analysis of Students' Patterns and Prediction Using edX Data and Learning Analytics
[IEEE] 2026-1-13 | Development of a LiDAR-based 3D Scanner Using a Plane Mirror Base for Improved Scanning Coverage and ICP-based Pose graph SLAM Optimization
[IEEE] 2026-1-13 | Unsupervised Sensitivity Prior Generation With Diffusion Model for EIT Image Reconstruction_supp1-3642293.pdf
[IEEE] 2026-1-13 | Applying Improved Symbiotic Organisms Search Algorithm to solve Non-Convex Economic Environment Dispatch Problems
[IEEE] 2026-1-13 | Décor-AR: AR Shopping Application for Interior Design Using Immersive Intelligence
[IEEE] 2026-1-13 | Fuzzing OPC UA with AFLNet, ChatAFL and LibAFLstar: A Research Experience Paper
[IEEE] 2026-1-13 | A Semi-Supervised Meta-Negative-Learning Approach to Few-Shot Network Intrusion Detection in Internet of Things
[IEEE] 2026-1-13 | Centrality-Guided GCNs for Detecting Communities in Time-Varying Heterogeneous Graphs
[IEEE] 2026-1-13 | Thermal Management of Lithium-ion Battery Module with Forced Air and Conditioned Air Convection and its Impact on Cell Aging
[IEEE] 2026-1-13 | Special Session: Space Teams Academy Transforming STEM Education Through Virtual Space Exploration
[IEEE] 2026-1-13 | WIP: Do Metadiscursive Riffs Harmonize Lecture Delivery?
[IEEE] 2026-1-13 | WIP: Feeling Behind in an Introductory Programming Course
[IEEE] 2026-1-13 | “ChatGPT Should be Used as a Tool, But Not Mistaken for a Crutch”: Engineering Students' Ethical Perspectives After Using GenAI in an Introductory Course
[IEEE] 2026-1-13 | Real-Time Generation of Near Minimum-Energy Trajectories via Constraint-Informed Residual Learning: A Paradigm for Learning From Optimal Solutions_supp1-3642672.mp4
[IEEE] 2026-1-13 | osmAG-LLM: Zero-Shot Open-Vocabulary Object Navigation via Semantic Maps and Large Language Models Reasoning_supp1-3653280.mp4
[IEEE] 2026-1-13 | Self-Supervised Unfolding Network with Shared Reflectance Learning for Low-Light Image Enhancement
[IEEE] 2026-1-13 | A Composite Remote Sensing based Agricultural Drought Monitoring Index Using Stacked Machine Learning
[IEEE] 2026-1-13 | Comparative Evaluation of Conventional and Temperature-Corrected Performance Ratios for a 100 MW Utility-Scale PV System – A Case Study of Pakistan
[IEEE] 2026-1-13 | A LightGBM-Transformer Hybrid Model for Traffic Flow Prediction Using Temporal Features
[IEEE] 2026-1-13 | Comparative Lexicon-Based Sentiment Analysis Towards Indonesian ’Cek Kesehatan Gratis’ Program in X
[IEEE] 2026-1-13 | A Machine Learning Framework for Predicting Solutions to Nonlinear Differential Equations
[IEEE] 2026-1-13 | A Serverless Quantization-as-a-Service Model to Run Compression Jobs for Edge Intelligence
[IEEE] 2026-1-13 | AI-Powered Fraud Detection in UPI and Digital Wallet Transactions Using Deep Learning Models
