[2025-12-25 09:12:47] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-24
正在获取论文...
[arXiv] 2025-12-24 | UniPR-3D: Towards Universal Visual Place Recognition with Visual Geometry Grounded Transformer
[IEEE] 2025-12-24 | GACB-Loc: A CSI indoor localization method based on graph convolutional multi-channel attention using CNN and BLSTM
[IEEE] 2025-12-24 | Multi-Antenna Covert Communications in Spectrum-Sharing Networks
[IEEE] 2025-12-24 | Distributed Nash Equilibrium Seeking of Multi-Agent Systems Over Unreliable Network With Intermittent Communication
[IEEE] 2025-12-24 | High-Capacity Image Steganography Via Latent Diffusion Models
[IEEE] 2025-12-24 | Assessment of Survivability and Importance Analysis for Networks Managing Intricate Traffic Flows
[IEEE] 2025-12-24 | Fast Sinogram-based System Calibration for Field Free Line Magnetic Particle Imaging_supp2-3647229.mp4
[IEEE] 2025-12-24 | MVP - A Multistep Visual Pretraining Pipeline for Efficient Weather Recognition
[IEEE] 2025-12-24 | Confidence-Guided Multi-Exit Models for Energy-Optimized Object Detection in Road Environments
[IEEE] 2025-12-24 | President's Message
[IEEE] 2025-12-24 | Armour Conferences on Radio Interference Reduction – 1954–1964 – The Ninth Year – 1963
[IEEE] 2025-12-24 | Investigating the Impact of Fault Handling Models on Reliability Indices of Digital Substation
[IEEE] 2025-12-24 | Design and Small-Signal Stability Analysis of Grid-Forming Inverter Based on Generalized Fractional-Order Virtual Synchronous Generator Control
[IEEE] 2025-12-24 | Wideband and Wide-Angle Radar Cross Section Reduction of Slot Antenna for Stealth Applications
[IEEE] 2025-12-24 | Profit Maximization of Distribution Network Stakeholders Facilitating EV Demands with Adaptive Demand Side Management Policies
[IEEE] 2025-12-24 | Model Predictive Current Control for Three-Phase Three-Level Inverters Based on Harmonic Current Extraction
[IEEE] 2025-12-24 | Optimization of Solder Paste Printing Process Parameters Using Central Composite Design and RSM: A Case Study on Minimizing Cycle Time
[IEEE] 2025-12-24 | Integral Sliding Mode Control for Autonomous UAV Tracking of Moving Targets via a Vision-Based Algorithm on the PX4 Platform
[IEEE] 2025-12-24 | Enhancement of Small Object Detection Algorithms in UAV-Based Aerial Imagery
[IEEE] 2025-12-24 | EDRA: An Enhanced Divine Religions Algorithm for Multi-UAVs Path Planning
[IEEE] 2025-12-24 | CKF-Based Sensorless Control for Dual Three-Phase PMSM in Electric Aircraft Drive Systems*
[IEEE] 2025-12-24 | Fusion algorithm for UAV moving target tracking and obstacle avoidance based on enhanced transformer
[IEEE] 2025-12-24 | Enhancing Intrusion Detection in Internet of Medical Things (IoMT) with Optimized Lightweight Deep Learning Models
[IEEE] 2025-12-24 | Ontology-Driven Deep Learning Generation Using Natural Language Style Representations
[IEEE] 2025-12-24 | QA Generator Framework for Chatbot Dataset Using NLP Methods with T5 and BERT Models
[IEEE] 2025-12-24 | Can Business Process Modeling Support Legal Decision-Making in Practice?
[IEEE] 2025-12-24 | Strategic Decision Quality in Digital Transformation Projects: a Small and Medium-Sized Enterprise Case Study
[IEEE] 2025-12-24 | Time Series Matching Based on Comparison of Corresponding Graphs
[IEEE] 2025-12-24 | Testing of the Ultrasonic Range Finder of the Mobile Sensor Unit in Windy Conditions
[IEEE] 2025-12-24 | Accident Prediction Models and Human Factor Analysis in Aviation: A Systematic Review of Emerging Approaches
[IEEE] 2025-12-24 | Conthereum: Concurrent Ethereum Optimized Transaction Scheduling for Multi-Core Execution
[IEEE] 2025-12-24 | Demo: Verify, Don’t Trust: Open-Source AI Is Not Enough
[IEEE] 2025-12-24 | DSM Implementation and Regulation: A Case Study on Policy, Tariff, and Verification Challenges in the GCC Smart Grid
[IEEE] 2025-12-24 | Feedback Linearization Controller Design for a Hexacopter UAV: Theory and Experiments
[IEEE] 2025-12-24 | Interferometric Fiber-Optic Temperature Sensor Based on the Optical Multiharmonic Vernier Effect
[IEEE] 2025-12-24 | Tides of Memory: Digital Echoes of Netizen Remembrance
[ACM] 2025-12-24 | Design and Performance Analysis of Mobile Robots Climbing along Vertical Tracks
[ACM] 2025-12-24 | Intelligent recognition and handling of carton packing straps using 3D laser vision and deep learning
[ACM] 2025-12-24 | Towards Requirements Engineering for RAG Systems
[ACM] 2025-12-24 | Seamless Data Migration between Database Schemas with DAMI-Framework: An Empirical Study on Developer Experience
[ACM] 2025-12-24 | Emotional Strain and Frustration in LLM Interactions in Software Engineering
[ACM] 2025-12-24 | The Impact of Environment Configurations on the Stability of AI-Enabled Systems
[ACM] 2025-12-24 | Towards Automated Detection of Inline Code Comment Smells
[IEEE] 2025-12-24 | Bringing LoRa Downlink to Backscatter Devices
[IEEE] 2025-12-24 | Author Index
[IEEE] 2025-12-24 | Normative Hiking Exertion Pattern Modeling from GPS Data using Log-Normal Distribution for Enhancing Mountain Trekker Safety
[IEEE] 2025-12-24 | On the Secrecy-Sensing Optimization of RIS-assisted Full-Duplex Integrated Sensing and Communication Network
[IEEE] 2025-12-24 | Energy Efficiency Analysis of Active RIS-enhanced Wireless Network under Power-Sum Constraint
[IEEE] 2025-12-24 | Enhanced Aperture Efficiency in a Parabolic Cylindrical CATR via Decoupled Diffraction Control
[IEEE] 2025-12-24 | High Sensitivity Evanescent Field-Based Micro-Resonator Using Porous Cladding for Sensing Applications in the Visible Range
[IEEE] 2025-12-24 | PowerMamba: A Deep State Space Model and Comprehensive Benchmark for Time Series Prediction in Electric Power Systems
[IEEE] 2025-12-24 | SynC: Synergistic Boosting of Structure and Representation for Deep Graph Clustering
[IEEE] 2025-12-24 | A Minor Multifault Cooperative Diagnosis Method for Lithium-Ion Power Batteries Based on Multi-Information Fusion
[IEEE] 2025-12-24 | A Reliable Monitoring of Livestock Location and Geo-Fencing Application
[IEEE] 2025-12-24 | A Novel Online Operation Mode Recognition Strategy of
                    <i>LLC</i>
                    Resonant Converter
[IEEE] 2025-12-24 | Finding Informative Skyline Results over Incomplete Data with Threshold-based Bucket Skyline Algorithm
[IEEE] 2025-12-24 | Simplified and Generalized BV-VTEAM Model for Bipolar Memristors and Its Application in Digital Logic Circuit Design
[IEEE] 2025-12-24 | A Localization-Enhanced Adaptive Multi-level Feature Fusion Network for Remote Sensing Scene Classification
[IEEE] 2025-12-24 | Research on the Control System of Electric Variable Pitch Propellers
[IEEE] 2025-12-24 | On-State Resistance Measurement Circuit Under Galvanic Isolation Constraints
[IEEE] 2025-12-24 | CT-CLNet: A CNN-Transformer Contrastive Learning Framework for Remote Sensing Scene Classification
[IEEE] 2025-12-24 | Multi-Class Parkinson’s Disease Detection Based on Finger Tapping Using Attention-Enhanced CNN-BiLSTM
[IEEE] 2025-12-24 | Gate-Voltage-Dependent Input Capacitance Partitioning for Accurate Modeling of Trench-Gate SiC MOSFETs
[IEEE] 2025-12-24 | Neural Network Simulation of a Residential Building for a Data-Driven Thermal Consumption
[IEEE] 2025-12-24 | Environmental and Economic Analysis of Sustainable Aviation Fuels in the Context of Circular Economy: A Case Study
[IEEE] 2025-12-24 | Use of Polymer Material-PETG in Environments with Chemical De-Icing Agents
[IEEE] 2025-12-24 | Programmable Governance for Group-Controlled Decentralized Identifiers
[IEEE] 2025-12-24 | An Assessment Framework to Offline Functionality in Central Bank Digital Currencies
[IEEE] 2025-12-24 | Towards Next Generation Domain Services: A Committee based Privacy Scheme leveraging Move on IOTA
[ACM] 2025-12-24 | Cloud-Based Phishing Awareness Analyzer for Automated User Training and Assessment
[ACM] 2025-12-24 | How to evaluate NoSQL Database Paradigms for Knowledge Graph Processing
[ACM] 2025-12-24 | An Ultra-Low-Power Non-Full-Swing TSPC Flip-Flop
[ACM] 2025-12-24 | Development of Low-Cost and Compact Automatic Kiwifruit Peeling Equipment Based on Turntable Three-Station Structure
[ACM] 2025-12-24 | Adaptive foldable mechanism for bio-inspired bipedal gait enhancement
[ACM] 2025-12-24 | Design, Finite Element Analysis, and Performance Validation of an Intelligent Integrated Machine for Potato Peeling and Cutting
[ACM] 2025-12-24 | Integrating Virtual and Reality: An Exploration of Project-Based Practice Teaching in Integrated Circuit Manufacturing
[ACM] 2025-12-24 | Assessing the Bug-Proneness of Refactored Code: A Longitudinal Multi-Project Study
[IEEE] 2025-12-24 | iCAST 2025 Cover Page
[IEEE] 2025-12-24 | Decentralized Dynamic Self-Triggered Control for Cascaded Switched CSTRs via ESN-Based Dual Heuristic Programming
[IEEE] 2025-12-24 | Generalized NOMA-ARQ with Round-Robin IIC for IoT Systems
[IEEE] 2025-12-24 | Hybrid Cloud-Edge-Vehicle Collaborative Task Offloading in VEC Based on Reinforcement Learning and Game Theory
[IEEE] 2025-12-24 | Experimental Demonstration of Bending Eavesdropping Detection in Optical Communications Using a Physics-Informed Convolutional Network
[IEEE] 2025-12-24 | Search Me in the Dark: Access Pattern-Hidden Range Query over Encrypted Spatial Data
[IEEE] 2025-12-24 | iAudit: Towards Efficient Pixel-Level Dynamic Image Auditing in Decentralized Storage
[IEEE] 2025-12-24 | Too Little Fit, Too Much Demand: A Task–Technology Perspective on Sustainability in Engineering Management_supp2-3646967.docx
[IEEE] 2025-12-24 | Endpoint Localization of Faint Streak-like Objects in Single-Frame Star Images
[IEEE] 2025-12-24 | A Remaining Useful Life Prediction Method of Wet Friction Component Based on Data-model Interactive Framework
[IEEE] 2025-12-24 | Ferroelectric Memcapacitor on SOI for High Capacitive Ratio by Mechanism of Depletion Capacitance Modulation Toward Dimension Scaling Down
[IEEE] 2025-12-24 | HUGSIM: A Real-Time, Photo-Realistic and Closed-Loop Simulator for Autonomous Driving
[IEEE] 2025-12-24 | Federated Explainable AI for Privacy-Preserving Cardiovascular Disease Detection Using Wearable Devices
[IEEE] 2025-12-24 | FluoEcoli-Instance: A High-Content Fluorescence Microscopy Dataset and CBAM-Enhanced Hybrid Task Cascade for
                    <i>E. coli</i>
                    Instance Segmentation
[IEEE] 2025-12-24 | W-band Circularly Polarized Antenna Array with Dual Split Rings and Hexagonal Lattices for Satellite Communication
[IEEE] 2025-12-24 | NTAD 2025 Copyright Page
[IEEE] 2025-12-24 | An iterative algorithm to estimate state of health in Li-ion batteries
[IEEE] 2025-12-24 | A Configurable Multi-Purpose Automotive Signal Simulator for ECU Testing and Diagnostic Education
[IEEE] 2025-12-24 | A Tool Environment for Relational Database Design
[IEEE] 2025-12-24 | Dynamics of a Gyrostat in a Variable Force Field
[IEEE] 2025-12-24 | Tracking and Localization of an Acoustic Source in the Observed Area Using a Webcam
[IEEE] 2025-12-24 | Implementation of the GBAS system as a prospect for increasing the accessibility of regional airports
[IEEE] 2025-12-24 | A Quantitative Analysis of the Legacy ATM Financial Model
[IEEE] 2025-12-24 | Utilization of Progressive Technologies for Aircraft
[IEEE] 2025-12-24 | Geometric Motion-Based Approach to UAV Detection and Localization
[IEEE] 2025-12-24 | Demo: “DappTweet” A Solution to Use Twitter/X from MetaMask Wallet
[IEEE] 2025-12-24 | Study on Parallel Accelerated Computation of Planetary Orbit Motion
[IEEE] 2025-12-24 | MSDA-UNet: Multi-Scale Dynamic Attention UNet for Remote Sensing Image Denoising
[IEEE] 2025-12-24 | High-Precision Acoustic Localization System for Smart Cars Using IM68A130 MEMS Microphone Array
[IEEE] 2025-12-24 | Enhanced MRCT Strategy for Synchronous Reluctance Motor Without Offline Inductance Preparation
[IEEE] 2025-12-24 | A Hybrid Modulation Strategy for Asymmetric Half-Bridge Flyback Converters with Wide-Output Voltage Range
[IEEE] 2025-12-24 | Design and Implementation of Four-Phase TransInductor Voltage Regulator with Constant On-Time Control
[IEEE] 2025-12-24 | Integrating Generative AI and Immersive Technologies in the Metaverse: Enhancing Learning Experiences through Intelligent Educational Environments
[IEEE] 2025-12-24 | In Memoriam
[IEEE] 2025-12-24 | Research on Communication Signal Recognition based on CNN-LSTM Neural Networks
[IEEE] 2025-12-24 | The Influence of Social Media on Collaboration in a Work From Home Environment with Technology Acceptance Model
[IEEE] 2025-12-24 | A Comparative Study of SVM and CNN for Pneumonia Detection from Radiographic Images: Computational Efficiency and Diagnostic Precision
[ACM] 2025-12-24 | Self-Supervised Learning for Clinical Time Series via Robust Optimization and Adaptive Data Augmentation
[ACM] 2025-12-24 | Verifiability and Privacy in Federated Learning through Context-Hiding Multi-Key Homomorphic Authenticators
[ACM] 2025-12-24 | Mitigating Configuration Differences Between Development and Production Environments: A Catalog of Strategies
[ACM] 2025-12-24 | How Well Do Large Language Models Serve as End-to-End Secure Code Agents for Python?
[ACM] 2025-12-24 | Quality Assessment of Python Tests Generated by Large Language Models
[ACM] 2025-12-24 | DQTP: A Robot Autonomous Task Planner in Open Environments Based on Qwen2-VL model
[IEEE] 2025-12-24 | Understanding Code Smell Detection Through Hyperparameter Optimization and Metric Correlation Analysis
[IEEE] 2025-12-24 | HGNNMDA: Hybrid Graph Neural Networks for MiRNA-Disease Association Prediction
[IEEE] 2025-12-24 | An On-Chip Pixel Processing Approach With 2.4-μs Latency for Asynchronous Read-Out of SPAD-Based dToF Flash LiDARs
[IEEE] 2025-12-24 | Perceiving Slope and Acceleration: Evidence for Variable Tempo Sampling in Pitch-Based Sonification of Functions_supp1-3633835.mp4
[IEEE] 2025-12-24 | EC-Net: A Data-driven Positioning Error Compensation Network for GNSS-Visual-Inertial Navigation System during GNSS Outages
[IEEE] 2025-12-24 | Robust Event-Triggered $H_{\infty}$ Output Feedback Cooperative Control Strategy for Microgrid Frequency Control under Channel Fading
[IEEE] 2025-12-24 | A Threshold-Triggered Deep Q-Network-Based Framework for Self-Healing in Autonomic Software-Defined IIoT-Edge Networks
[IEEE] 2025-12-24 | Delay-Doppler Diversity Analysis of ODDM Modulation in Satellite Communication Systems
[IEEE] 2025-12-24 | Investigation on Non-Uniform Teeth Application in Counter-Rotating Axial-Flux Hybrid-Excitation Permanent Magnet Machine With Low Cogging Torque
[IEEE] 2025-12-24 | Asymptotic State Regulation of Fully Actuated Systems With Time-Varying Parameters and Perturbed Input Matrices
[IEEE] 2025-12-24 | GuidedMorph: Two-Stage Deformable Registration for Breast MRI
[IEEE] 2025-12-24 | iCAST 2025 Cover Page
[IEEE] 2025-12-24 | AIPIP 2025 Copyright Page
[IEEE] 2025-12-24 | Dynamics 2025 Cover Page
[IEEE] 2025-12-24 | 2025 3rd International Conference on Intelligent Metaverse Technologies &amp;amp; Applications (iMETA)
[IEEE] 2025-12-24 | Copyright Page
[IEEE] 2025-12-24 | Cooperative Double IRS Aided Secure Communication for MIMO-OFDM Systems
[IEEE] 2025-12-24 | Dynamics 2025 Copyright Page
[IEEE] 2025-12-24 | Problem Statement Parameters Optimization of the Magnetic System of a Permanent Magnet Synchronous Machine
[IEEE] 2025-12-24 | Simulation Model for Estimating Battery State of Charge
[IEEE] 2025-12-24 | Analysis of Security Check Load at Košice Airport
[IEEE] 2025-12-24 | Validating Sustainable Atmospheric Profiling for Future Unmanned Aerial Systems Integration
[IEEE] 2025-12-24 | Towards the Technical Integration of Vestibular Training for Pilots: Conceptual Design of a Multiaxial Flight Simulation System for Vestibular Illusion Training
