[2025-12-13 09:09:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-12
正在获取论文...
[ACM] 2025-12-12 | Datalog-Expressibility for Monadic and Guarded Second-Order Logic
[IEEE] 2025-12-12 | Applicability of Low-Rank Adaptation in Vision Transformer at Fine-Grained Image Classification Tasks
[IEEE] 2025-12-12 | Contour Analysis System of Thick Plates in Hot Rolling via Machine Vision
[ACM] 2025-12-12 | DIGMAPPER: A Modular System for Automated Geologic Map Digitization
[ACM] 2025-12-12 | A topology-based approach to extract pressure ridges from sea ice surfaces
[ACM] 2025-12-12 | Into the Unknown: Applying Inductive Spatial-Semantic Location Embeddings for Predicting Individuals' Mobility Beyond Visited Places
[ACM] 2025-12-12 | Geo-lucid Conditional Diffusion Models for High Physical Fidelity Trajectory Generation
[ACM] 2025-12-12 | Reflection on HCI Summer School 2025 in Bangkok: Asia SIGCHI Committee's Initiative
[ACM] 2025-12-12 | Spatial Regionalization: A Hybrid Quantum Computing Approach
[ACM] 2025-12-12 | A Graph-Based Spatio-Temporal POI Ranking Measure for Pickup and Delivery Platforms
[IEEE] 2025-12-12 | Self-Supervised Topology-aware Skeleton Masking for Robust Human Action Recognition
[IEEE] 2025-12-12 | SNS-Based Support System for Evacuation Behavior and Awareness in Distributed Evacuations
[IEEE] 2025-12-12 | Design of a Boost DC-DC Converter with a Low-Startup Voltage for Harvesting Green Energies
[IEEE] 2025-12-12 | Efficient Detection in the Spectrum Sharing NOMA System Based on Improved Gradient Search
[IEEE] 2025-12-12 | Multi-Stream Allocation in Semi-Coherent Cell-Free MU-MIMO Systems
[IEEE] 2025-12-12 | Bidirectional Attention-Gated Motion Injection for Frame Interpolation
[IEEE] 2025-12-12 | A 10-Bit 10MS/s Subranging Successive Approximation Register Analog to Digital Converter With VCO-Based Comparator
[IEEE] 2025-12-12 | Short-Term Glucose Prediction in Diabetes: Comparing Deep Learning Training Paradigms
[IEEE] 2025-12-12 | Impact of Reactive Jamming Attacks on LoRaWAN: a Theoretical and Experimental Study
[IEEE] 2025-12-12 | Adaptive Resource Allocation for Joint Spectral and Secrecy Efficiency in RS Networks
[IEEE] 2025-12-12 | Intelligent UAV Deployment and Resource Allocation for UAV-NOMA-Based IoT Networks
[IEEE] 2025-12-12 | Emotional and Cognitive Responses of Professional Musicians in Challenging Performance Conditions Using Two-Electrode EEG
[IEEE] 2025-12-12 | A New OTFS-Based Index Modulation System for 6G and Beyond: OTFS-Based Code Index Modulation
[IEEE] 2025-12-12 | AI-Powered Multi-Modal Beam Prediction: A Combined Approach by Transfer Learning and Feature Selection
[IEEE] 2025-12-12 | Prototyping of an RFID Signal Analysis Platform for on-Site Troubleshooting
[IEEE] 2025-12-12 | Design and Implementation of Tokenomics and Ecosystem Model for Interconnected Metaverses
[IEEE] 2025-12-12 | Cross-Modal Learning for Engine Health Monitoring: Bridging Vibration Signatures and Oil Debris Characteristics
[IEEE] 2025-12-12 | Sponsors
[IEEE] 2025-12-12 | Table of Contents
[IEEE] 2025-12-12 | Federated LoRA with Dropout: An Efficient and Overfitting Control Approach for LLM Fine-Tuning
[IEEE] 2025-12-12 | Multi-Datasets Learning for CT Image Generation From MR Image Using StarGAN v2
[IEEE] 2025-12-12 | Dynamic Access Control for Machine-Type Multibeam Satellite Communications
[IEEE] 2025-12-12 | SEMU: Concurrency-Optimized High-Performance Cache Management for Key-Value Caches
[ACM] 2025-12-12 | Session Summary Podcast: Session 5: Workshop: The 1st Workshop on Holistic and Responsible Affective Intelligence
[ACM] 2025-12-12 | Physics-Augmented Autoencoder-Based Cyber-Attack Detection for Critical Water Infrastructure
[ACM] 2025-12-12 | Distributed Computing with Language Models at the Edge: A Framework and Prototype
[ACM] 2025-12-12 | AutoTestForge: A Multidimensional Automated Testing Framework for Natural Language Processing Models
[IEEE] 2025-12-12 | A Sparse Constrained Optimization Method for Resolving Coincident Single-Cell Events in Microfluidic-Based Impedance Sensing
[IEEE] 2025-12-12 | Flowcut Switching: High-Performance Adaptive Routing With In-Order Delivery Guarantees
[IEEE] 2025-12-12 | Uniformity and Repeatability of the Electrical Performance of 4H-SiC Lateral CMOS Devices and Circuits After Postprocessing Annealing
[IEEE] 2025-12-12 | Psychophysical Detection Thresholds for Avatar’s Leading Standing-Up Motion
[IEEE] 2025-12-12 | Validation of Functional Electrical Stimulation Control Method with Dynamic Co-Contraction Modulation: Influence of Control Errors on Reaching Movements
[IEEE] 2025-12-12 | Unified Puma Optimizer and Adapted Unscented Kalman Filter for Lithium-Ion Battery SOC Estimation
[IEEE] 2025-12-12 | MCNet: A Dual Encoder Network Combining MedViT and CNN for Enhanced Epicardium Segmentation in CT Images
[IEEE] 2025-12-12 | Crosstalk Suppression in Small-Pitch High-energy Detector Arrays via Crosstalk Charge Extraction Structure
[IEEE] 2025-12-12 | A Simulation Optimization Framework for Traffic Signal Control Problem Using a DNN-Based Metamodel_supp1-3583158.docx
[IEEE] 2025-12-12 | Unified Granularity Controller for Interactive Segmentation_supp3-3642834.mp4
[IEEE] 2025-12-12 | A Novel Doppler Velocity Unfolding Technique for 94-GHz Cloud Profiling Radar: Application to Cloud Microphysics and Dynamics_supp1-3642915.pdf
[IEEE] 2025-12-12 | DFT-s-OFDM with Chirp Modulation
[IEEE] 2025-12-12 | Channel-Coherence-Adaptive Two-Stage Fully Digital Combining for mmWave MIMO Systems
[IEEE] 2025-12-12 | Polarization Reconfigurable Beamforming with Transformer-Based Deep Neural Network
[IEEE] 2025-12-12 | GCCE 2025 Committees
[IEEE] 2025-12-12 | Integrated Channel Estimation and Phase Optimization in RIS-Assisted MIMO Network: an End-to-End Deep Learning Approach
[IEEE] 2025-12-12 | Detection of Postural Deviations in Bowling and Evaluation of Performance Impact
[IEEE] 2025-12-12 | Implementation of Web Application for Visualization of Garbage Collection Status Using MQTT over WebSocket Secure
[IEEE] 2025-12-12 | NOMA-Enhanced Joint Beamforming and Resource Allocation for ISCC in Internet of Vehicles
[IEEE] 2025-12-12 | IEEE Sensors Council
[IEEE] 2025-12-12 | Multi-Agent Federated Learning using Covariance-Based Nearest Neighbor Gaussian Processes
[IEEE] 2025-12-12 | Distributed Long-Horizon Model Predictive Control for Capacitor Voltage Regulation in Cascaded H-Bridge Converters
[IEEE] 2025-12-12 | A Deep Learning Framework for Severity-Aware Fault Diagnosis in Industrial Suction Fans Using Multi-Modal Sensing
[IEEE] 2025-12-12 | Magnetic measurements of Fermilab rapid-cycling Booster gradient magnets
[IEEE] 2025-12-12 | Highly sensitive and selective room temperature ammonia gas sensor by novel MoS
                    <sub>2</sub>
                    /Ce
                    <sub>2</sub>
                    Sn
                    <sub>2</sub>
                    O
                    <sub>7</sub>
                    heterojunction
[ACM] 2025-12-12 | Coincident Data Discovery Engine: A Portal for Global-Scale Cross-Platform Satellite Data Search
[ACM] 2025-12-12 | Spatial Pattern Search through Language Models
[ACM] 2025-12-12 | Bias Correction and Data Synthesis through Reflective LLM Collaboration
[IEEE] 2025-12-12 | Modeling and Control of Steam Flow for Municipal Solid Waste Incineration Processes
[IEEE] 2025-12-12 | SegFormer-Based Structural Analysis of Chum Salmon Scale Patterns from Replica Images
[IEEE] 2025-12-12 | LSTM Networks for Fine Gesture Classification
[IEEE] 2025-12-12 | Intent Based Networking for Service Management &amp; Orchestration of 5G Networks
[IEEE] 2025-12-12 | ICCE-Berlin 2025 Sponsors
[IEEE] 2025-12-12 | ICCE-Berlin 2025 TOC
[IEEE] 2025-12-12 | Skin Cancer Classification Using Deep Learning Techniques
[IEEE] 2025-12-12 | Think Fast, Infer Smart: A Hybrid Distributed LLMs Inference at the Wireless Edge
[IEEE] 2025-12-12 | Predicting Academic Performance: Machine Learning Insights into GPA Determinants
[IEEE] 2025-12-12 | Modular Architecture for Robustness Assessment in AI Using Smart Inference
[IEEE] 2025-12-12 | Large-Scale Federated Learning for Hybrid Cell-Free Massive MIMO and Visible Light Communication Systems
[IEEE] 2025-12-12 | Skeleton-based Fall Detection via Graph Convolutional Networks
[IEEE] 2025-12-12 | Age-Aware CSI Acquisition of a Finite-State Markovian Channel
[IEEE] 2025-12-12 | Automated Detection and Counting of Nematodes in Microscopy Images Using Advanced Object Detection Models
[IEEE] 2025-12-12 | MERMAID: a Multi-armEd bandit approach foR optiMal cArrier selection In OFDM-based unDerwater acoustic networks
[IEEE] 2025-12-12 | Safety considerations for electric vehicles in residential condominiums
[IEEE] 2025-12-12 | Towards Zero-Trust Green Security: Intelligent Interference Management and Rechargeable Jamming Mines in Ultra-Dense Networks
[IEEE] 2025-12-12 | Brain-Inspired Parallel Data Intelligence: a Generality-Specificity Fused Approach
[IEEE] 2025-12-12 | Iris Recognition with Selectively Denoising, Data Augmentation and CNNs
[IEEE] 2025-12-12 | HLM 2025 Awards Page
[IEEE] 2025-12-12 | The Impact of Contact Spot Proximity on the Validity of Greenwood’s Model
[IEEE] 2025-12-12 | Brain Rot Detection in Users: Analyzing Behavioral Insights from Large-Scale User Interactions
[IEEE] 2025-12-12 | Application of a Model-Driven OpenROADM System Based on NETCONF and RESTCONF in Data Center Interconnect
[IEEE] 2025-12-12 | Research on Fusion Positioning Weight Allocation Algorithm Based on Pearson Correlation Coefficient
[IEEE] 2025-12-12 | Toward Clinically Interpretable Postoperative Prediction: A Diffusion-Based Framework with Unsupervised Geometric Priors
[IEEE] 2025-12-12 | Intelligent Bandwidth Allocation Using Taguchi Optimization for Interference Mitigation in Multi-Station Wireless Networks
[IEEE] 2025-12-12 | Traffic Anomaly Analysis of IP Network Based on Kmeans and CART Model
[IEEE] 2025-12-12 | A Hybrid Method Combining Deep Learning and Interpretable Visual Features for Tongue Image Analysis in Traditional Chinese Medicine
[IEEE] 2025-12-12 | Coexistence Study Between GEO and LEO Satellites in the Q/V-Band
[IEEE] 2025-12-12 | Alternatives to Slip Rings - A Review
[IEEE] 2025-12-12 | Evaluation of Press-Fit Zone Performance Across PCB Surface Finishes like ENIG, Immersion Tin, Immersion Silver, and OSP
[ACM] 2025-12-12 | REATA: An Efficient Vision Transformer Accelerator Featuring a Resource-Optimized Attention Design on Versal ACAP
[ACM] 2025-12-12 | Bridging Technical Capability and User Accessibility: Off-grid Civilian Emergency Communication
[ACM] 2025-12-12 | A Trigger for the Autonomous Decommissioning of Smart Devices
[IEEE] 2025-12-12 | Experimental Evaluation of a Power Thyristor-Based Industrial Arc-Flash Quenching Device
[IEEE] 2025-12-12 | Hypervisor-Mediated Co-Design of Cybersecurity and Functional Safety in Vehicle E/E Architectures: A Cross-Domain Assurance Framework
[IEEE] 2025-12-12 | An Explainable AI Framework for Intrusion Detection Using SHAP and LIME
[IEEE] 2025-12-12 | SHIELD: A Codebook-Based Methodology for RIS-Based Covert Communications
[IEEE] 2025-12-12 | FPGA-based real-time image tampering detection system for edge computing
[IEEE] 2025-12-12 | Performance Evaluation of Scripting Languages on IoT Programming Solutions
[IEEE] 2025-12-12 | State of the Art and First Synthetic Dataset for Misbehavior Detection with Collective Perception in [C-]V2X Networks
                    <sup>*</sup>
[IEEE] 2025-12-12 | AI Assisted Consumer Slicing
[IEEE] 2025-12-12 | A Degradation-Enhanced Battery Remaining Useful Life Prediction Framework Based on Auxiliary Learning
[IEEE] 2025-12-12 | Stimulus Timing Strategies for Practical Auditory BCI Using Low-Cost EEG Devices
[IEEE] 2025-12-12 | Data Imputation using Machine Learning for Enhanced Predictive Modeling
[IEEE] 2025-12-12 | On the Mutual Information of Large Stacked Intelligent Metasurfaces Based on Statistical CSI
[IEEE] 2025-12-12 | Field Task Optimization Based on IoT Data
[IEEE] 2025-12-12 | Improving DDoS Attack Detection via DNN and SHAP-based Feature Selection in Transfer Learning
[IEEE] 2025-12-12 | Blockchain-Based Multi-Party Key Generation Using CSI: A Novel Hybrid Method
[IEEE] 2025-12-12 | Optimizing Deployment and Partitioning Strategies for Aerial RIS-aided Uplink NOMA under Residual Hardware Impairments
[IEEE] 2025-12-12 | Fire Inspection Drone with Laser Spatial Marking
[IEEE] 2025-12-12 | Enhancing Continuous Emotion Recognition via Visually Diverse Frame Selection
[IEEE] 2025-12-12 | A Blockchain-based DDoS Attack Mitigation Framework for Mission-critical IIoT Environments
[IEEE] 2025-12-12 | FedMapTCS: Communication-Efficient FL Framework with Iterative Magnitude-Based Pruning and Time-Correlated Sparsification
[IEEE] 2025-12-12 | LLMs-based Utterance Class Prediction for Training an Intake Interviewer Agent
[IEEE] 2025-12-12 | Railway Switch Health Monitoring Using Machine Learning and Audio Fusion Features
[IEEE] 2025-12-12 | Mini-LEDNet Image Enhancement Network for Mini-LED Application
[IEEE] 2025-12-12 | Designing for Clarity : Real-Time Collaboration Tools for Interdisciplinary Healthcare Teams
[IEEE] 2025-12-12 | Optimized Satellite Participation in Federated Learning over LEO Constellation Networks
[IEEE] 2025-12-12 | Anti-Interference RIS-Aided Positioning Method Based on PSO Algorithm
[IEEE] 2025-12-12 | HLM 2025 Awards Page
[IEEE] 2025-12-12 | Uncapped photovoltaic connectors – a combined field and chamber study to verify and elucidate degradation
[IEEE] 2025-12-12 | Semi-Coherent Detection of Long Range (LoRa) Modulation over Multipath Channels
[IEEE] 2025-12-12 | Beam Misalignment Fading in THz D2D ISAC: From Communication to Sensing
[IEEE] 2025-12-12 | Transferring Vision-Language-Action Models to Industry Applications: Architectures, Performance, and Challenges
[IEEE] 2025-12-12 | A Double-Covertness Design for Integrated Sensing and Communication Systems
[IEEE] 2025-12-12 | Estimation of Human Motion Using Digital Twin for Safety Assessment
[IEEE] 2025-12-12 | Author Index
[IEEE] 2025-12-12 | Conference Speakers
[IEEE] 2025-12-12 | Actionable Extension of Permittivity Operational Range in Liquid Crystal Coaxial Phase Shifters
[ACM] 2025-12-12 | MapLibre Tile: A Next Generation Vector Tile Format
[ACM] 2025-12-12 | M3: Recommendation via Attention-Graph Cluster Q-Learning with Multi-Scale Spatial Heterogeneity for Multi-Purpose, Multi-Stakeholder Green Attractions in Transportation
[ACM] 2025-12-12 | AutoTracker: A Traffic Sign Change Detection System
[ACM] 2025-12-12 | RailEstate: An Interactive System for Metro Linked Property Trends
[IEEE] 2025-12-12 | Automated Robotics Peeling Platform for the Interfacial Adhesion Characterization of Micro-scale Free Elementary Bio-based Fibers_supp1-3643338.mp4
[IEEE] 2025-12-12 | Enhanced Recursive Multi-step Current Prediction of Satellite Solar Arrays Based on Operating Mode Perception
[IEEE] 2025-12-12 | Efficient Detection of Non-homogeneous Samples in STAP via a Re-parameterized Deep Neural Network
[IEEE] 2025-12-12 | A MTTFF Oriented Optimization to Guarantee Reliable Inference of Distributed Deep Systems in Industrial IoT Systems
[IEEE] 2025-12-12 | On the Brillouin Zones of Glide-Symmetric Structures_supp1-3640356.pdf
[IEEE] 2025-12-12 | Information Value-Driven Benefit Evaluation Method for Wide-Area Renewable Power Generation System Planning_supp1-3617333.pdf
[IEEE] 2025-12-12 | UZSDD: Universal Zero-shot Deepfake Detection via Domain-Invariant Meta-Learning_supp1-3642749.pdf
[IEEE] 2025-12-12 | Enhancing Neurological Examination Education with a VR-Based Cranial Nerve Training System
[IEEE] 2025-12-12 | Co-Seg++: Mutual Prompt-Guided Collaborative Learning for Versatile Medical Segmentation
[IEEE] 2025-12-12 | Differentiable Forward and Back-Projector for Rigid Motion Estimation in X-ray Imaging
[IEEE] 2025-12-12 | DanceAgent: Dance Movement Refinement with LLM Agent_supp1-3642740.mp4
[ACM] 2025-12-13 | Speed and Direction as two Overlapping Rhythms: Accuracy and Precision in Interpretation and Performance
[ACM] 2025-12-13 | I am the Ball
[IEEE] 2025-12-12 | Transformer-Based Shared Embedding for Multiple Access in Semantic Communications
[IEEE] 2025-12-12 | An Interpretable Photovoltaic Scenario Generation Method Based on RMT-Enhanced WGAN Considering Physical Constraints
[IEEE] 2025-12-12 | Hybrid Deep Learning Models for Remote Sensing Image Processing
