[2025-12-26 09:12:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-25
正在获取论文...
[IEEE] 2025-12-25 | ITIS 2025 Cover Page
[IEEE] 2025-12-25 | Editorial: Message From the Editor-in-Chief
[IEEE] 2025-12-25 | CAHN-Net: Content-Adaptive Hierarchical Network for Cross-Modal Remote Sensing Object Detection
[IEEE] 2025-12-25 | A Dynamic Unmanned Aerial Vehicle Routing Framework for Urban Traffic Monitoring
[IEEE] 2025-12-25 | BEVTrack: Multi-View Multi-Human Registration and Tracking in the Bird's Eye View_supp1-3647707.pdf
[IEEE] 2025-12-25 | Orthogonal Linear Array-Based Product Beamforming for Real Time Underwater 3-D Acoustical Imaging_supp1-3633536.mp4
[IEEE] 2025-12-25 | 2025 Cybersecurity4D (C4D)
[IEEE] 2025-12-25 | Sponsors
[IEEE] 2025-12-25 | Synthesis of ZnO Particles via Simple Evaporation and Oxidation
[IEEE] 2025-12-25 | Method for Estimating the Uncertainty in Solar PV Rooftop Potential
[IEEE] 2025-12-25 | Inside Fairness Tools: What Academic Practitioners Really Experience
[IEEE] 2025-12-25 | Performance Comparison of Face Detection Algorithms for Accurate Face Counting
[IEEE] 2025-12-25 | The Impact of Stephen Curry’s Three-Point Shooting on NBA Viewership by Data Analytics Approach
[IEEE] 2025-12-25 | AI-Guided Exploration of Large-Scale Codebases
[IEEE] 2025-12-25 | Explainable AI-based Deep Learning for Brain Tumor MRI Analysis: A Review
[IEEE] 2025-12-25 | AI-Based Digitization of Product Inspection Forms with LLMs and Document Intelligence
[IEEE] 2025-12-25 | A Data-Driven Analysis of Factors Affecting Consumer Purchase Decisions in E-Commerce Platforms
[IEEE] 2025-12-25 | Deep Learning for Ransomware Detection in Encrypted Traffic
[IEEE] 2025-12-25 | Full action methodology on integrated results for engineering education
[IEEE] 2025-12-25 | Real-Time Ecuadorian Sign Language Recognition: A Vision and Machine Learning Approach for Mobile Devices
[IEEE] 2025-12-25 | AI-driven Wireless Positioning: Fundamentals, Standards, State-of-the-art, and Challenges
[IEEE] 2025-12-25 | 6G-Oriented LDPC-Coded Faster-Than-Nyquist Signaling: Code Design and Performance Analysis
[IEEE] 2025-12-25 | Government Guidance Funds and Total Factor Productivity in Renewable Energy Enterprises: Insights From Financing Capability and Innovation Input Structure_supp1-3647626.docx
[IEEE] 2025-12-25 | HoloDreamer: Holistic 3D Panoramic Scene Generation from Text Descriptions
[IEEE] 2025-12-25 | Technology Acceptance in University Robot-Supported Quiz-Based Learning: Verbal-Only versus Multimodal Feedback with Sound Input
[IEEE] 2025-12-25 | AI-Enabled Vehicular Data Offloading for Sustainable Smart Cities: Taxonomy, KPI Models, and Open Challenges
[IEEE] 2025-12-25 | Excitement-Inducing Commentary Text-to-Speech System for Fighting Game Video Scenes
[IEEE] 2025-12-25 | A2VISR: An Active and Adaptive Ground–Aerial Localization System Using Visual Inertial and Single-Range Fusion
[IEEE] 2025-12-25 | A Solar PV Single-Phase Inverter With Transformerless Five-Level Configuration Connected With Utility Grid
[IEEE] 2025-12-25 | DuoPIM: RRAM-DRAM Hybrid PIM Acceleration for Flexible-Batch LLM Decoding
[IEEE] 2025-12-25 | Lessons Learned from the euROBIN Manipulation Skill Versatility Challenge at IROS 2024_supp4-3648290.mp4
[IEEE] 2025-12-25 | Stress Classification from ECG Signals Using Vision Transformer
[IEEE] 2025-12-25 | Semantic-Anchored Cross-Modal Distillation Framework With Foundation Models for SAR Ship Recognition
[IEEE] 2025-12-25 | The Impact of Artificial Intelligence on Risk Management and Organizational Communication: A Study of Bulgarian Small and Medium-Sized Enterprises
[IEEE] 2025-12-25 | Web Accessibility Evaluation in Ecuadorian Private Banking: An Analysis Based on WCAG 2.1 Using Automated Tools
[IEEE] 2025-12-25 | How Omniscient Debuggers Impact Debugging Behavior
[IEEE] 2025-12-25 | An Information Foraging Interpretation of Liveness
[IEEE] 2025-12-25 | Edible experiments: A review of cooking as lowcost laboratory practice for STEM teaching in Engineering
[IEEE] 2025-12-25 | Evaluation of MU-MIMO Coordination in WiFi 6 (802.11AX) Networks under Multi-AP Interference Conditions Using NS-3
[IEEE] 2025-12-25 | Impact of Mother Wavelet Selection on ECG Noise Reduction and QRS Feature Preservation
[IEEE] 2025-12-25 | Real-Time Comment Sentiment Velocity as Early Sales Predictor: IndoBERT-Based Analysis of Indonesian E-Commerce Marketplace Reviews
[IEEE] 2025-12-25 | Binary Subscript Representation and Efficient Pipelined Number Theoretic Transform
[IEEE] 2025-12-25 | PWVFnet: A Short-Time Troposphere PWV Forecast Model Combined Empirical Models and Spatiotemporal ConvLSTM Network
[IEEE] 2025-12-25 | Why Your Quarry Matters
[IEEE] 2025-12-25 | Title Page iii
[IEEE] 2025-12-25 | Automated Neural Architecture Design for Industrial Defect Detection
[IEEE] 2025-12-25 | Cybersecurity4D Opening Speech
[IEEE] 2025-12-25 | ETCM 2025 Technical Program Committee
[IEEE] 2025-12-25 | Calling All Students!
[IEEE] 2025-12-25 | A Row-Sparse Tensor Decomposition-Based Approach for Fading Channel Prediction
[IEEE] 2025-12-25 | Retrospective on the Lax Report: Then and Now
[IEEE] 2025-12-25 | Efficient Dual-Type Reference Governor for Model Predictive Control With Vehicle System Applications
[IEEE] 2025-12-25 | Semantic-Aware Cooperative Communication and Computation Framework in Vehicular Networks
[IEEE] 2025-12-25 | Improved Radial-Based Noise Power Estimation in Dual-Polarization Weather Radars Using Adaptive F-Test Filtering
[IEEE] 2025-12-25 | Multiuser Ordered Symbol Switch (MOSS) GRAND Decoding With NOMA: Low-Latency Hardware Design and Implementation
[IEEE] 2025-12-25 | Distributed Modularization of Thought: Lets Small Rival Large LMs_supp1-3648050.txt
[IEEE] 2025-12-25 | Iterative Learning Adaptive Active Damping Based DC-Link Capacitor Ripple Current Suppression Strategy for PMSM Drives
[IEEE] 2025-12-25 | Location Spoofing Attacks and Defense Strategies on Underwater Geo-Opportunistic Routing Networks
[IEEE] 2025-12-25 | Study of the Dynamics of Changes in Vegetation Indices of Winter Wheat Varieties
[IEEE] 2025-12-25 | Comparative Study of PID Design Techniques for UAV 1-DOF Control via Genetic Algorithms
[IEEE] 2025-12-25 | A review on the rehabilitation of central auditory processing disorder using haptic interfaces and virtual environments
[IEEE] 2025-12-25 | Machine Learning Approaches for Predicting CO2 Emission Rates from Light Vehicle Engine
[IEEE] 2025-12-25 | Role of an Inorganic Buffer Layer for the Performance of a Flexible Perovskite Solar Cell
[IEEE] 2025-12-25 | Design and Simulation of a Cascaded Control Strategy for a MISO/TAB DC-DC Converter: Comparative Study of Two Topologies
[IEEE] 2025-12-25 | Curompt: A Spatially Situated Interface for Generative AI in 3D Design Software
[IEEE] 2025-12-25 | Building a Generalized Framework for Analyzing Public Procurement Data from the Kapak Database
[IEEE] 2025-12-25 | A Conceptual Framework for Cyberattack Analysis in Hospital Networks: Integrating Internet of Medical Things and Regulatory Perspective
[IEEE] 2025-12-25 | Adaptive Load Shedding for Tambora Sub-System using Particle Swarm Optimization
[IEEE] 2025-12-25 | Analysis of the Relationship between the Return on Investment of 12.6 kW Peak Photovoltaic System and the Hourly Changes in the Free-Market Electricity Prices for 2023 and 2024
[IEEE] 2025-12-25 | Octagonal Patch Antenna with Modified SRR Width and Ground Slot for Sub-6 GHz Band
[IEEE] 2025-12-25 | Deep Learning for Aphids Detection: A Comparative CNNs Study on Lemon Leaves Images
[IEEE] 2025-12-25 | Welcome Speech – Cybersecurity4D 2025 Main Conference
[IEEE] 2025-12-25 | Table of Contents
[IEEE] 2025-12-25 | A Lightweight and Adaptive Authentication Scheme With Enhanced Security for Industrial Internet of Things
[IEEE] 2025-12-25 | Resilient Distribution Network Planning Against Dynamic Malicious Power Injection Attacks
[IEEE] 2025-12-25 | Securing the Sky: Integrated Satellite-UAV Physical Layer Security for Low-Altitude Wireless Networks
[IEEE] 2025-12-25 | Distributed Formation-Containment Control of Quadrotors Based on Differential Flatness
[IEEE] 2025-12-25 | Cable Shield Grounding for Transient Overvoltage Testing in Power Generation/Transformer Substations
[IEEE] 2025-12-25 | Identification of Unusual Events for Smart City Surveillance – A Federated Approach
[IEEE] 2025-12-25 | A Path Towards Bayer Compression for Automotive Applications
[IEEE] 2025-12-25 | IPR Registration Support System with OCR and Fuzzy String Matching
[IEEE] 2025-12-25 | Sixth-Generation Nonterrestrial Networks: Where Standards and Technology Are Heading [Mobile Radio]
[IEEE] 2025-12-25 | AutoPrint: Judging the Effectiveness of An Automatic Print Statement Debugging Tool
[IEEE] 2025-12-25 | Continuous Battery Efficiency Estimation Algorithms for Home Energy Management Systems: A Simulation and Laboratory Validation Study
[IEEE] 2025-12-25 | PipeBlocks: A Block-based Environment for CI/CD
[IEEE] 2025-12-25 | Towards Human-AI Collaboration for Misapplication Detection in Programming Exercises
[IEEE] 2025-12-25 | A study on the Use of AI by University Lecturers in Higher Education in Bulgaria
[IEEE] 2025-12-25 | Integration of Digital Twin and AI-enabled ERP Systems: A Conceptual Framework for Intelligent Electronics Manufacturing Services
[IEEE] 2025-12-25 | Frontend Diffusion: Empowering Self-Representation of Researchers and Designers with Multi-agent System
[IEEE] 2025-12-25 | Detection of Cyber Threats over Private and Corporate Clients by Artificial Intelligence
[IEEE] 2025-12-25 | Method for Generating a Symmetric Key for Image Encryption Using AES, Camellia and Blowfish
[IEEE] 2025-12-25 | Proactive Traffic Steering xApp for Mitigating Radio Link Failures in O-RAN Mobility Scenarios
[IEEE] 2025-12-25 | Software Defined Radio Testbed for RF Pattern Analysis
[IEEE] 2025-12-25 | A transtibial prosthesis design proposal that incorporates torque and position control techniques
[IEEE] 2025-12-25 | Cross-Lingual Probing and Community-Grounded Analysis of Gender Bias in Low-Resource Bengali
[IEEE] 2025-12-25 | Approach to Design and Techno-Economic Analysis of the Feasibility for Battery Energy Storage System Based on Real Consumer Data
[IEEE] 2025-12-25 | Table of Contents
[IEEE] 2025-12-25 | IEEE Open Journal of Vehicular Technology Publication Information
[IEEE] 2025-12-25 | Decomposing the Multi-Agent Pathfinding problem for large agents: accelerating solving without compromising solvability
[IEEE] 2025-12-25 | C4D 2025 TOC
[IEEE] 2025-12-25 | Safe Trajectory Tracking for Heterogeneous Multiunmanned Ground Vehicle Systems via Decentralized CBF-CLF Method_supp1-3639778.mp4
[IEEE] 2025-12-25 | ETCM 2025 Organizing Committee
[IEEE] 2025-12-25 | Collapsing the Miner’s Dilemma: A Novel Attack Forging Incentive-Compatible Coalitions via Algorithmic Bribery
[IEEE] 2025-12-25 | Research on Ultra-Large Sensing Range and High Linearity Cavity Sensing Devices
[IEEE] 2025-12-25 | Spatial Flexibility Provision from Geographically Dispersed Data Centers Enabling Coordinated Operation of Multi-local Flexibility Markets
[ACM] 2025-12-25 | Event Camera Meets Mobile Embodied Perception: Abstraction, Algorithm, Acceleration, Application
[IEEE] 2025-12-25 | Framework for Cybersecurity Audit in Non-Profit Organizations: A Preliminary Investigation through Intelligent Minimalism
[IEEE] 2025-12-25 | Defect Reduction in Textile Manufacturing: A Review
[IEEE] 2025-12-25 | From Presence to Profit: Assessing Digital Adoption and Sales Performance in Ecuadorian MSMEs
[IEEE] 2025-12-25 | Proactive Cloud Sizing Automation for Platform-as-a-Service using Historical Workload Analysis
[IEEE] 2025-12-25 | Improvement of Direct-Sequence Spread Spectrum for LPWAN Satellite Communication
[IEEE] 2025-12-25 | AgentPbD: Interactive Agentic Workflow Generation from User Demonstration on Web Browsers
[IEEE] 2025-12-25 | Hazel Deriver: A Live Editor for Constructing Rule-Based Derivations
[IEEE] 2025-12-25 | Chaos-Driven Encryption: A Lorenz and ElGamal Hybrid Model for Secure Communication
[IEEE] 2025-12-25 | Methodology for the Distribution of Control Logic among Multiple Controllers
[IEEE] 2025-12-25 | Study of WDM channel allocation on C and L bands in high-bitrate demand scenarios
[IEEE] 2025-12-25 | A Novel Cross-Layer Resilient Control Approach of Data-Based Switched Systems With Time Delay Induced by DoS Attacks
[IEEE] 2025-12-25 | Paired Channel Enhanced Sign-Aware Graph Recommendation
[IEEE] 2025-12-25 | Operating-Mode-Oriented Vibration Collaborative Suppression for a Permanent Magnet Brushless Motor from Perspectives of Different Vibration Sources
[IEEE] 2025-12-25 | IEEE Control Systems Society Information
[IEEE] 2025-12-25 | IEEE Transactions on Dielectrics and Electrical Insulation Publication Information
[IEEE] 2025-12-25 | Explainability in Software Architectural Decisions: The ADR-E Framework and Empirical Evaluation
[IEEE] 2025-12-25 | Optimizing CNN-Based Video Summarization With Digital Twin Framework for Adaptive Probability Thresholding
[IEEE] 2025-12-25 | Potential Role of Deep Learning in Operational Radar Rainfall Mapping: Rationale and Demonstration Studies
[IEEE] 2025-12-25 | SMAUG: Semantic-Enhanced Mobile App Usage Data Generation With LLM
[IEEE] 2025-12-25 | IEEE Access
[IEEE] 2025-12-25 | IEEE VTS Awards and Recognition
[IEEE] 2025-12-25 | Highlights in 2025 [President’s Message]
[IEEE] 2025-12-25 | Robust and Fair Federated Learning Based on Model-Agnostic Shapley Value_supp1-3630314.pdf
[IEEE] 2025-12-25 | VTS Bylaws Changes [Society News]
[IEEE] 2025-12-25 | Lessons Learned from the euROBIN Manipulation Skill Versatility Challenge at IROS 2024_supp3-3648290.mp4
[IEEE] 2025-12-25 | Polarization-Multiplexed Metasurface for Dynamic Reconfiguration Between Orbital Angular Momentum and Focusing Beams
[IEEE] 2025-12-25 | A Learning-Enhanced Robust Adaptive Fading Extended/Error-State Kalman Filter for Integrated IMU-UWB Indoor Localization Under NLOS Reception
[IEEE] 2025-12-25 | A High-Order Coupling HTS Dual-Band Bandpass Filter Based on CQ Units Designed by Employing Direct Synthesis and Optimization Technique
[ACM] 2025-12-25 | Latency-aware DNN Inference Acceleration with Dynamic Model Partitioning in Vehicular Edge Computing
[ACM] 2025-12-25 | Implicit Aspect Extraction: A Systematic Review
[IEEE] 2025-12-25 | A Survey on Methods to Detect Pilot Contamination Attack against Physical Layer Authentication
[IEEE] 2025-12-25 | Circularly Polarized Slotted Ring Antenna for Modern Wireless Communications
[IEEE] 2025-12-25 | From Tool to Partner: Exploring the Roles of Embodiment on AI Agent in Pair Programming
[IEEE] 2025-12-25 | Wearable Pressure Sensor System for Measuring Kick Reaction Time and Impact Force in Taekwondo
[IEEE] 2025-12-25 | Development of On-Board Navigation Software with an Interactive Interface for High-Precision Flight Trajectory Control
[IEEE] 2025-12-25 | Recognition Methods for Complex Characters in Images from Manuscripts of the 17th-18th Centuries
[IEEE] 2025-12-25 | Hardware Unit for Monitoring the Behaviour of a Bee Colony
[IEEE] 2025-12-25 | Analysis of the Environmental Impact of the Use of Electric Generators in the 2024 Energy Crisis in the Canton of Cuenca
[IEEE] 2025-12-25 | Deep Learning-Based Classification of Madura Batik Motifs Using Transfer Learning Approach
[IEEE] 2025-12-25 | Bridging Natural Language and SQL with an LLM-Powered Visual Interface
[IEEE] 2025-12-25 | The Use of Precedence Networks for Cement Plant Outages
[IEEE] 2025-12-25 | Parameter Determination for the Double-Layer Capacitor (DLC) Characterization of the Supercapacitor in the Microgrid Laboratory at the University of Cuenca
