[2025-12-24 09:14:32] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-23
正在获取论文...
[arXiv] 2025-12-23 | Avoiding the Price of Adaptivity: Inference in Linear Contextual Bandits via Stability
[ACM] 2025-12-24 | Track chassis structure design for walnut pruning robot in hilly and mountainous areas
[IEEE] 2025-12-23 | Equivalent Modeling of Grid-Forming Energy Storage System for Load Modeling
[IEEE] 2025-12-23 | Hybrid Sensor Node Localization Approach in WSN-Assisted IoT for Smart Agriculture
[IEEE] 2025-12-23 | Target Recognition and Selection Strategy based on Deep Reinforcement Learning under Dynamic Environment
[IEEE] 2025-12-23 | A Multimodal Decision-Level Hybrid Brain Computer Interface for Air-Ground Collaborative Systems
[IEEE] 2025-12-23 | Enhancing Deaf Comprehension Through Thai Subtitles Aligned with Sign Language Syntax
[IEEE] 2025-12-23 | Grid-Less CS-MUSIC DOA Estimation for Correlated Signals Using a Uniform Semicircular Array
[IEEE] 2025-12-23 | Multi-Strategy Integrated LSTM-PPO for Maneuvering Decision of UAV in Air Combat
[IEEE] 2025-12-23 | Automated Information Extraction From Medical Prescriptions
[IEEE] 2025-12-23 | VIE-ROSLAM: A Visual Information Enhancement Robust SLAM System
[IEEE] 2025-12-23 | Transfer Entropy-Based Analysis for Understanding the Propagation Process of Voltage Dynamic Response Under Sustained Perturbations
[IEEE] 2025-12-23 | Educational Experiments to Demonstrate Theoretical Principles on Traveling Waves Using Low Voltage Circuits
[IEEE] 2025-12-23 | Artificial Intelligence-Based Optimization of Vehicle-to-Grid Scheduling for Real-Time Operation
[IEEE] 2025-12-23 | Study of RIS-Assisted Communications over Correlated Nakagami-m Fading Channels
[IEEE] 2025-12-23 | Research on Lightning Suppression Line Arresters Based on Repetitive Damping Parameters
[IEEE] 2025-12-23 | Antenna Signal Interpolation for Low-Cost PAPR Reduction
[IEEE] 2025-12-23 | A Novel Cooperative Localization Algorithm based on Heterogeneous Data Fusion using GNN
[IEEE] 2025-12-23 | Operationalization of YOLOv11 in ROS 2 for Computer Vision Applied to Human-robot Interaction
[IEEE] 2025-12-23 | Predicting Diabetes Onset Using Machine Learning: A Text-Based Analysis of Lifestyle and Behavioral Factors
[IEEE] 2025-12-23 | Customer Satisfaction Analysis for Balimall.id Using CSI and IPA for Information System Optimization
[IEEE] 2025-12-23 | Opportunities and Challenges in Cybersecurity Governance Through a Systematic Review
[IEEE] 2025-12-23 | Power System Resilience Enhancement by Pumped Storage Under Extreme Weather
[IEEE] 2025-12-23 | Smart Sensor-Based IoT System for Predictive Monitoring in Hydroelectric Power Plants
[IEEE] 2025-12-23 | Automatic Instrument Recognition in Multi-Instrumental Tracks Using Deep Convolutional Audio Classifiers
[IEEE] 2025-12-23 | A Multi-Agent-Based Distributed Control Strategy for Microgrid Synchronization
[IEEE] 2025-12-23 | Proactive Retransmission-Based Image Semantic Communications
[IEEE] 2025-12-23 | A Probabilistic Hierarchical Optimization Method for Cooperative UAV Swarms
[IEEE] 2025-12-23 | Automated Advanced Analysis in Lightning Impulse Tests for Power and Instrument Transformers
[IEEE] 2025-12-23 | Fall Behavior Detection in Elderly People Using Improved YOLO5v5 Model
[IEEE] 2025-12-23 | WGAN-CNN for dense and sparse vegetation categorisation of remotely sensed sugarcane crop
[ACM] 2025-12-24 | SecCityVR: Visualization and Collaborative Exploration of Software Vulnerabilities in Virtual Reality
[IEEE] 2025-12-23 | Implementing a Digital Twin for a Secondary School Building Complex in Greece
[IEEE] 2025-12-23 | AI-IOT System for Pest Control in Crops
[IEEE] 2025-12-23 | Finite-time Lag Consensus of Leader-follower Multi-agent Systems with Communication Delay
[IEEE] 2025-12-23 | AFAT: Cross-domain Object Detection through Adversarial Feature Adaptation Transformers
[IEEE] 2025-12-23 | Evaluation of Majorant Signals on Closed-Loop Robustness of an Adaptive Controller Applied to Grid-Tied Converters with LCL Filter
[IEEE] 2025-12-23 | Assessing the Impact of Vegetation Clustering on Land Surface Temperature: A Spatial Analysis in Southern Delhi
[IEEE] 2025-12-23 | Finite-Time Trajectory Tracking and Obstacle Avoidance Control for a Quadrotor Aircraft
[IEEE] 2025-12-23 | Identification Method of Interturn Short Circuit Faults for Transformer Based on a Fast Algorithm for Tellegen's Quasi-Power Theorem
[IEEE] 2025-12-23 | Federated Edge AI for Adaptive Zero-Trust Security in Resource-Constrained IoT Networks
[IEEE] 2025-12-23 | Experimental study of hot spots and perforation of plates used in fuel tanks by lightning
[IEEE] 2025-12-23 | Research on the Component Analysis and Disposal Plan of Firefighting Wastewater from Large Oilfilled Equipment Fire Accidents in UHV Converter Substations
[IEEE] 2025-12-23 | Packaging Layout Optimization and Lifetime Assessment of Paralleled SiC Power Devices Based on the Rainflow Algorithm
[IEEE] 2025-12-23 | Enhance the Performance of Piezoelectric Vibration Energy Harvester via U-Shaped Dynamic Magnifier
[IEEE] 2025-12-23 | AI-Based Medical Diagnosis System Using Machine Learning
[IEEE] 2025-12-23 | Generative AI for Augmenting Medical Imaging Datasets in DL-Based Diagnostics
[IEEE] 2025-12-23 | 5 µm Pixel and Column ADC for 1 MGy Radiation Tolerant CMOS Image Sensor
[IEEE] 2025-12-23 | On Rust and C Variability of Fault Sensitivity across Different Runtimes and Cache-Aware Source Codes
[IEEE] 2025-12-23 | Agile Obstacle Avoidance Control Based on Dynamic Velocity Obstacle Perception
[IEEE] 2025-12-23 | Distributed Optimization of Multi-USV Systems for Marine Environmental Monitoring
[IEEE] 2025-12-23 | Sensorless Temperature Estimation of Squirrel Cage Induction Motor Using Transient Low Order Lumped Parameter Thermal Network Model
[IEEE] 2025-12-23 | Three-dimension UAV Path Planning Using Ant Colony Optimization, Genetic Algorithm and Particle Swarm Optimization
[IEEE] 2025-12-23 | Phishing URL Detection with Deep Learning: Trends, Challenges, and Future Directions
[IEEE] 2025-12-23 | Reinforcement Learning-Enhanced Retry Queue System for Unmanned Systems in 6G Networks
[IEEE] 2025-12-23 | Design of IGBT Secondary Drive Chip for Applied Power Electronic Systems
[IEEE] 2025-12-23 | AI-Enabled Waste Classification as a Data-Driven Decision Support Tool for Circular Economy and Urban Sustainability
[IEEE] 2025-12-23 | Transient Stability Analysis of Wind Turbine Tied to DRU-HVDC
[IEEE] 2025-12-23 | Comparative Analysis of Multilevel Inverter Topologies for Induction Motors
[IEEE] 2025-12-23 | Automated 5-Axis System for Mosquito Dispensed Waveguides
[IEEE] 2025-12-23 | The Visible-Light-Responsive Photoactivity for H
                    <sub>2</sub>
                    Production using P3OT/g-C
                    <sub>3</sub>
                    N
                    <sub>4</sub>
                    Heterojunction
[IEEE] 2025-12-23 | Direct Analytical Solution for Perfect Anomalous Reflection from Nonlocal Metasurfaces
[IEEE] 2025-12-23 | Surge protective device for Ethernet-APL featuring advanced overload protection
[IEEE] 2025-12-23 | CampusVision: Augmented Reality Campus walkthrough from Satellite images
[IEEE] 2025-12-23 | Resilient Enhancement of CPS against Sparse Sensor Attacks by Proportion Side Information
[IEEE] 2025-12-23 | Reinforcement Learning-Based Channel Access Scheme for Energy Efficiency Optimization in IEEE 802.11be With Multi-Link Operation
[IEEE] 2025-12-23 | Power-Assisted Motor Control Strategy Study for Intelligent Passenger Vehicles under Emergency Braking Conditions
[IEEE] 2025-12-23 | Fashion Product Forecasting: A Literature Review of Influential Factors and Techniques
[IEEE] 2025-12-23 | Multi-Architecture Deep Learning Approach for Enhanced Energy Consumption Forecasting
[IEEE] 2025-12-23 | Stochastic Reliability Analysis of Photovoltaic Systems: An Applied Study with Petri Nets and Monte Carlo
[IEEE] 2025-12-23 | Deceive, Detect, and Defend: A Multi-Layered Approach to Adaptive Ransomware Mitigation
[IEEE] 2025-12-23 | GASP: Gradient-Aware Shortest Path Algorithm for Boundary-Confined 2-Manifold Reeb Graph Visualization
[IEEE] 2025-12-23 | AI-Based Optimization of Mandarin Learning: Utilization of LLM for Hanyu Pinyin Recognition in Junior High Schools
[IEEE] 2025-12-23 | Enhanced Doppler Based Localization in Mega Satellite Networks
[IEEE] 2025-12-23 | Engineering Solutions and Practical Challenges in Grounding Systems for Photovoltaic Power Plants: A Case Study
[IEEE] 2025-12-23 | Trends and emerging Research Impact of AI in Climate Change Monitoring using Geospatial Data
[IEEE] 2025-12-23 | Machine Learning Using Speech Features to Determine Deceptive Speech
[IEEE] 2025-12-23 | An Analysis of Sensing Metrics Based on Entropy
[IEEE] 2025-12-23 | Wind Power Prediction Using Spatiotemporal Capsule Graph Reasoning
[IEEE] 2025-12-23 | Determining Substation Equipment Importance in the Presence of Failure Risk Inaccuracy
[IEEE] 2025-12-23 | Surface dielectric strength of insulating stand-offs of electrically insulated LPS under standard lightning impulse voltages
[ACM] 2025-12-24 | Optimizing Video Analytics Inference Pipelines: A Case Study
[ACM] 2025-12-24 | Repudiation For Good: Privacy-Preserving Prompt Deniability Through Embedding-Based Approximation
[ACM] 2025-12-23 | Path Planning for Rail-Mounted Pipeline Welding Robots
[ACM] 2025-12-23 | Research on Optimization of ZB48 Packaging Machine's Automatic Feeding of Trademark Paper without Manual Intervention Based on Multi-System Collaboration
[ACM] 2025-12-23 | A Catalog of Fairness-Aware Practices in Machine Learning Engineering
[ACM] 2025-12-23 | CVAF: A CLIP-Based View-Consistent Alignment Framework for Aerial-Ground Person Re-Identification
[ACM] 2025-12-23 | Enhancing Autonomous Driving with PointMapNet: A Scalable Approach for High-Definition Map Construction
[IEEE] 2025-12-23 | Double-Loop Fuzzy Neural Network-Based Fixed-Time Robust Control for Antagonistic PM-Actuated Wrist Robots With Motion Constraints
[IEEE] 2025-12-23 | Time-Selective Privacy Protection for Network Communication and Its Application to Adaptive Prescribed-Performance Consensus Tracking
[IEEE] 2025-12-23 | SDR-Based Portable Channel Sounding System for 6G FR1 and FR3 Bands: Design and Validation
[IEEE] 2025-12-23 | Time-Varying Transmission Rates-Aware Dependent Task Offloading and Local Resource Allocation in Multi-Access Edge Computing
[IEEE] 2025-12-23 | Transforming Indoor Localization: Advanced Transformer Architecture for NLOS Dominated Wireless Environments with Distributed Sensors
[IEEE] 2025-12-23 | Algebraic Expression of Critical Imaginary Roots for Frequency-Sweeping Framework of Time-Delay Systems: A Characteristic-Set-Based Approach
[IEEE] 2025-12-23 | PSET 2025 Cover Page
[IEEE] 2025-12-23 | Transfer Learning for Improving Neuroimaging-Based Diagnostic Classification
[IEEE] 2025-12-23 | DeepR2OM: Accurate Recognition for RNA 2'-O-Methylation Sites in Human Genome Using Deep Learning
[IEEE] 2025-12-23 | Cooperation-based Federated Learning and Communication Optimization Under Intermittent Device Participation in Industrial IoT
[IEEE] 2025-12-23 | Table of Contents
[IEEE] 2025-12-23 | ISCT 2025 TOC
[IEEE] 2025-12-23 | Title Page i
[IEEE] 2025-12-23 | Prefacio
[IEEE] 2025-12-23 | Frequency Reconfigurable Antenna Element for X/Ku-Band Satellite User Terminals
[IEEE] 2025-12-23 | IEEE Transactions on Smart Grid Information for Authors
[IEEE] 2025-12-23 | Self-Tracking Far-Field Wireless Power Transfer System With Tracking and Charging Scheme Enabled by a Programmable Metasurface_supp1-3637336.mp4
[IEEE] 2025-12-23 | PCIR: An Open-World Remote Sensing Image Representation Learning Method from a Causal Perspective
[ACM] 2025-12-23 | SAC-B:Soft Actor-Critic with Bias for Suppressing Q-valueOverestimation in Off-Policy Reinforcement Learning
[IEEE] 2025-12-23 | ENSOFarseer: Probabilistic Deep Learning for Cross-scale Spatiotemporal Teleconnections Insight in Skilful ENSO Prediction
[ACM] 2025-12-23 | Session Summary Podcast: Session 1: Workshop Session # 2 Papers
[IEEE] 2025-12-23 | UAV Path Planning Based on Disturbance Resilient Dynamic Window Approach
[IEEE] 2025-12-23 | Riemann–Roch bases for Arbitrary Elliptic Curve Divisors and their Application in Cryptography
[IEEE] 2025-12-23 | High-Sensitivity Cavity Ring-Down Spectroscopy for Online Monitoring of $\text{SF}_{6}$ Decomposition Products in High-Voltage Equipment
[IEEE] 2025-12-23 | Interval Dynamic State Estimation for Integrated Electricity-Gas System Based on Multi-Source Measurement Data Fusion
[IEEE] 2025-12-23 | Interactive AI System for Remote Sensing Change Detection and Analysis
[IEEE] 2025-12-23 | Model Predictive Tracking Control of Autonomous Vehicles with Dynamic Horizons
[IEEE] 2025-12-23 | Melody Way: Visualizing Influence, Collaboration, and Genre Evolution in the Music Industry
[IEEE] 2025-12-23 | Transient Electromagnetic Field of a Cloud-To-Cloud Discharge by a Hybrid Approach
[IEEE] 2025-12-23 | Learning-Based Secure Transmission for UAV-Aided IoV Systems
[IEEE] 2025-12-23 | Green One-Bit Quantized Precoding in Cell-Free Massive MIMO
[IEEE] 2025-12-23 | Neural Network-Based Aggregated Modeling of Multiple Synchronous Generators with Heterogeneous Parameters
[IEEE] 2025-12-23 | Performance Evaluation of H.323 and SIP Protocols in Internet Telephony
[IEEE] 2025-12-23 | AI Driven Smart Beamforming for B5G Networks
[IEEE] 2025-12-23 | A Mathematical Framework for Quality Assessment of Body Segment Movements using Wishart Models
[IEEE] 2025-12-23 | BERT-FastText and BERT-BiLSTM Fusion for Chinese Hate Speech Detection
[IEEE] 2025-12-23 | Coupled Harmonic Current Source Model of Grid-Connected Inverter
[IEEE] 2025-12-23 | A Dual-path Planning Method Based on PageRank Algorithm for Network of Unmanned System
[IEEE] 2025-12-23 | Observations of the Breakdown Voltage and Corona Emission from Different Configurations of a Spiked Lightning Air Terminal
[IEEE] 2025-12-23 | Thermal Time Constant Used to Determine MOSFET's Maximum Junction Temperature
[IEEE] 2025-12-23 | Dosage effects of 2.45 GHz radiofrequency on the antimicrobial resistance and growth of Human Skin’s bacterium Staphylococcus epidermidis
[IEEE] 2025-12-23 | Artificial Intelligence-Driven Model for Evaluating the Economic Impact of Cross-Border Dam Water Release in Nigeria
[IEEE] 2025-12-23 | Research on Key Technology of Arc Suppression Switch for Live Line Work in Distribution Network
[IEEE] 2025-12-23 | Analysis of Trends in Typical Power System Operation Mode
[IEEE] 2025-12-23 | Cross-City Generalization of Air Quality Prediction: A Domain-Adversarial Learning Approach
[IEEE] 2025-12-23 | A Conceptual Model for Evaluating Workforce Efficiency in the Energy Sector Through Multicriteria and Regression Analysis
[IEEE] 2025-12-23 | An Integrated Stream Processing Framework for Secure and Fine-Grained Access Control in Healthcare IoT
[IEEE] 2025-12-23 | Research ON the Impact of Integration of Renewable Energy Sources Within Industrial Parks on Line Protection
[IEEE] 2025-12-23 | Three-Dimensional Distributed Cooperative Guidance Law for Loitering Munition Swarm under Time Constraints
[IEEE] 2025-12-23 | Hybrid PSO-GA-Based Base Station Placement for Balancing Energy Consumption and Delay Among Cluster Heads in Clustered WSNs
[IEEE] 2025-12-23 | Dynamic Topology Tracking of Distribution Networks Based on Sliding Time Window Strategy with Graph Convolutional Networks
[IEEE] 2025-12-23 | Distributed Resource Allocation Games under Dynamic Constraints
[IEEE] 2025-12-23 | Assessing Radiation-Induced Degradation System-Level Effects from Device-Level Effects
[IEEE] 2025-12-23 | Design and Comparative Analysis of Adaptive Control Strategies for Model Rocket Apogee Precision
[IEEE] 2025-12-23 | Deep Learning for PV Power Forecasting: An LSTM Approach for Residential Systems
[IEEE] 2025-12-23 | Multi Objective Optimization Based on Double-Layer Capacity Configuration Method for Inland Electric Ships
