[2026-01-03 09:09:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-02
正在获取论文...
[IEEE] 2026-1-2 | Author Papers Index ENC 2025
[IEEE] 2026-1-2 | Adaptive Physical Layer Authentication for Underwater Acoustic Sensor Networks with Self-Calibrating Parameters
[IEEE] 2026-1-2 | Lean Transformation in Power Transmission Maintenance
[IEEE] 2026-1-2 | A Framework for Teaching 5G/6G Security with Explainable AI
[IEEE] 2026-1-2 | Binary/Ternary Neural Networks for Gesture and Human Activity Recognition in Ultra Resource-Constrained Sensor Systems
[IEEE] 2026-1-2 | Optimization of Handover through Knowledge Graph Enabled Coordination between LLM and O-RAN
[IEEE] 2026-1-2 | AI-driven Programmable Protocols for 6G and Beyond
[IEEE] 2026-1-2 | A Computationally Efficient &amp; Byzantine-Robust Federated Learning Algorithm for IoT Networks
[IEEE] 2026-1-2 | Leakage Rate Analysis for Untrusted RIS Under Non-Orthogonal CCI in 6G Bands
[IEEE] 2026-1-2 | Genome-Wide Association Studies (GWAS) of LeftHandedness Across Global Populations
[IEEE] 2026-1-2 | Evaluating the Performance of Large Language Models on the MCAT
[IEEE] 2026-1-2 | Case Report of Neurofeedback for a Patient with Post-Traumatic Stress Disorder (PTSD)
[IEEE] 2026-1-2 | EEG-based Negative Emotions Detection in a Risk Simulated Autonomous Driving Environments
[IEEE] 2026-1-2 | Enhancing Quantum Key Distribution with Quantum Projective Simulation
[IEEE] 2026-1-2 | Characterizing 5G Core Stability under Dynamic UE Conditions via Outlier Density Analysis
[ACM] 2026-1-2 | TailCue: Exploring Animal-inspired Robotic Tail for Automated Vehicles Interaction
[ACM] 2026-1-2 | The Effect of an Avatar on Gaze Guidance: An Eye-Tracking Study of Historical Photograph Appreciation
[ACM] 2026-1-2 | Exploring Persuasive Interactions with Generative Social Robots - An Experimental Framework
[ACM] 2026-1-2 | Effective Engagement by Agents for Sense of Ownership and Self-Determination
[ACM] 2026-1-2 | Research on the Impact of China's Low Carbon City Pilot on High-Quality Economic Development Based on the Difference-in-Differences Model
[ACM] 2026-1-2 | Disappearing to Facilitate: Designing a Temporarily Absent Agent in Group Discussion
[ACM] 2026-1-2 | Concept Acceptance and Attitude Change of Fluffy Robot for Elderly Individuals
[IEEE] 2026-1-2 | A Comprehensive Framework for Palm Vein Anti-Spoofing with Preprocessing Pipeline, Dataset and Benchmark
[IEEE] 2026-1-2 | Design of Wideband Co-Linearly-Polarized Magnetoelectric Dipole Antenna With Stable Gain for Vehicular Sensing and Communications
[IEEE] 2026-1-2 | A Broadband Low-Profile Electronic Beam-Scanning Transmitarray Antenna with Dual Polarization Independent Control Capability
[IEEE] 2026-1-2 | Review for "Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2"
[ACM] 2026-1-2 | Session Summary Podcast: Session 17: Anomaly Detection, Failure Management, and Resilience 1
[IEEE] 2026-1-2 | Market-Driven Optimization of Energy Storage Technologies: A Comparative Study of MISO and NYISO
[IEEE] 2026-1-2 | GIS-Based Assessment of Adaptive System Restoration for Enhancing Electricity Grid Resilience
[IEEE] 2026-1-2 | A Wavelet Ensemble Approach for Denoising Partial Discharge Signals in Smart Grids
[IEEE] 2026-1-2 | Energy Disaggregation &amp; Appliance Identification in a Smart Home: Transfer Learning Enables Edge Computing
[IEEE] 2026-1-2 | Edge-Deployable Multi-Modal CNN for Intelligent Fault Diagnosis in Solar Photovoltaic Arrays
[IEEE] 2026-1-2 | Quantum-Resistant Authentication Based on Digital Signatures: An Analysis and Study Case Under a Transition Scenario
[IEEE] 2026-1-2 | Design of Survivable Fronthaul Networks with Power-over-Fiber
[IEEE] 2026-1-2 | Uncertainty-Aware MPC Routing for UAV-Assisted VANETs using RNN-GANs
[IEEE] 2026-1-2 | Q-CryptChain: Next-Generation Quantum Cryptography Blockchain Security Framework for the Metaverse
[IEEE] 2026-1-2 | Securing O-RAN: A Modular xApp-Based Defense Framework in the Near-RT RIC
[IEEE] 2026-1-2 | Dependency-Aware Microservice Placement in Dynamic Vehicular Edge Computing
[IEEE] 2026-1-2 | Advance Scheduling Algorithm in 5G for Healthcare Robotics
[IEEE] 2026-1-2 | Enhancing Algebra Learning and Technology Acceptance Through a Gamified Mobile App
[IEEE] 2026-1-2 | Evaluating the Inherent Cyber Resilience of Inverter-Based Microgrids Against PLL Attacks Under Fault Conditions
[IEEE] 2026-1-2 | An Encoder-Decoder Retnet Model for Fmcw Radar Interference Mitigation
[IEEE] 2026-1-2 | Federated Execution of Scientific Workflows
[IEEE] 2026-1-2 | Advancing Renewable Microgrid Systems in Mosul: Integration Strategies and Management Solutions
[IEEE] 2026-1-2 | Bi-Directional GNN-Based Localization of PD Sources in Distributed Windings of HV Rotating Machines
[IEEE] 2026-1-2 | Strategic PMU Deployment for Grid Observability and Stability: First Deployment in Rwanda
[IEEE] 2026-1-2 | A Hermite Transform-Based Watermarking Approach for Robust and Imperceptible Image Protection
[IEEE] 2026-1-2 | The Wisdom of the Crowd: High-Fidelity Classification of Cyber-Attacks and Faults in Power Systems Using Ensemble and Machine Learning
[IEEE] 2026-1-2 | Relative Freshness Stochastic Hybrid Systems Markov Chain (RF-SHS-MC) model for the study of Age of Information
[IEEE] 2026-1-2 | DDPTA: Zero-Shot Learning for Skeleton-Based Action Recognition
[IEEE] 2026-1-2 | FedPML: Federated Prototype Meta-Learning for Adaptation and Generalization in Distributed Environments
[IEEE] 2026-1-2 | An Online Error Estimation Method Based on Two Rotational Inertial Navigation Systems
[IEEE] 2026-1-2 | GrowSP++: Growing Superpoints and Primitives for Unsupervised 3D Semantic Segmentation
[IEEE] 2026-1-2 | FNWF 2025 Reviewers
[IEEE] 2026-1-2 | MorphoCopter: Design, Modeling, and Control of a New Transformable Quad–Bi Copter_supp1-3643609.mp4
[ACM] 2026-1-2 | Session Summary Podcast: Session 6: Paper Session F - General Computing Education &amp; Pedagogy
[ACM] 2026-1-2 | Driving with Voices: How Virtual Agent Affects Driver Stress and Performance
[ACM] 2026-1-2 | Research on Artificial Intelligence Technology Trust of University Teachers
[ACM] 2026-1-2 | Session Summary Podcast: Session 9: Containerization and Software Deployment
[IEEE] 2026-1-2 | Comparison of Clustering Algorithms on Facial Image Embeddings: K-Means vs. Fuzzy C-Means
[IEEE] 2026-1-2 | Educational Integration of ESP32 Project-Based Learning with Generative AI: Design, Implementation, and Evaluation in Two Engineering Cohorts
[IEEE] 2026-1-2 | Large-Scale Validation and Analysis of the Rejection Capacity in Entropic Associative Memory
[IEEE] 2026-1-2 | An Analysis of Indexes to Forecast the Achievement of the Sustainable Development Goals of the United Nations: A Case Study Mexico
[IEEE] 2026-1-2 | An ML-Enabled Low-Latency Transmission Scheme for Next-Generation Wireless Systems
[IEEE] 2026-1-2 | Live Football Statistics Aggregator
[IEEE] 2026-1-2 | Transformation of Petrol Stations into Battery Stations and Application of Electronic and Information Technologies as a Way for Electric Vehicles Energy Supply
[IEEE] 2026-1-2 | SurgAR: A Prototype of the Augmented Reality-Enhanced Endoscopic Surgery Assistant System
[IEEE] 2026-1-2 | A Low-Cost Non-Mydriatic Fundus Imaging System with a Three Stage Deep Learning Pipeline for Automatic Diagnosis of Diabetic Retinopathy
[IEEE] 2026-1-2 | Car Body Defect Detection Algorithm Based on Improved YOLOv11s
[IEEE] 2026-1-2 | Pilot-Assisted Receiver Design for Non-Coherent Distributed Transmission in 5G-NR
[IEEE] 2026-1-2 | Novel Method for Transmission Line Fault Detection Using Adaptive Boosting
[IEEE] 2026-1-2 | Lean-Agile Transformation for HV Cable Projects
[IEEE] 2026-1-2 | Learning Binary Autoencoder-Based Codes with Progressive Training
[IEEE] 2026-1-2 | Optimal Sizing and Economic Analysis of Solar Home Systems: A Swarm Electrification Approach
[IEEE] 2026-1-2 | A Novel Hybrid Hyperbolic Tangent Function-Based Supertwisting and Integral Backstepping Control for HESS in DC Microgrid
[IEEE] 2026-1-2 | Applied Granger Causality in Electricity Market Analysis: A Case Study on Data Transformations and Structural Insights
[IEEE] 2026-1-2 | Optimal Placement of dSTATCOM and Energy Storage to Regulate Voltage for Supporting High PV Penetration
[IEEE] 2026-1-2 | Forecast-Based Maximum Energy Utilization in a Decentralized Solar-Powered Microgrid
[IEEE] 2026-1-2 | Using Deep Learning Approach to Detect Mixed-Rate Data Spoofing in PMUs
[ACM] 2026-1-2 | Toffoli Requires Six Quantum Neighbor Gates
[ACM] 2026-1-2 | Analysis of Marketing Strategies for Mental Health Apps in the Context of Industrial Digital Transformation
[ACM] 2026-1-2 | Heuristics Based User Experience Evaluation for Identifying Challenges in IoT Enabled Conversational Agent Design
[ACM] 2026-1-2 | Social Ties Arising in Discussion Situations Using Dialogue Systems: Experimental Examination of Irrational Decision-Making as a Form of Consideration
[ACM] 2026-1-2 | Human-Like Remembering and Forgetting in LLM Agents: An ACT-R-Inspired Memory Architecture
[ACM] 2026-1-2 | Design of Robot Arm Motion Based on Human Behavior for Game Piece Manipulation
[IEEE] 2026-1-2 | Advancements in Non-Invasive Blood Pressure Measurement: A Comprehensive Review of Cuffed, Cuffless, and Contactless Methods
[IEEE] 2026-1-2 | Improvement of Fourier Domain-Based Fractional Anisotropic Diffusion for Image Denoising Using Deep Learning
[IEEE] 2026-1-2 | Optimizing Solar Energy Harvest Through Intelligent Self-Cleaning System
[IEEE] 2026-1-2 | Entropy-Based Multilevel Thresholding of Transmission Line Insulator Images Using Pso and Acor Algorithms
[IEEE] 2026-1-2 | The Impact of an Open-Circuit Fault on QoS Parameters for IPTV Over VDSL
[IEEE] 2026-1-2 | Economic Dispatch in Grids with Solar Power Plants and Energy Storage Systems
[IEEE] 2026-1-2 | Lwe-Based Single Noisy Linear Equations for Public Key Over Integer Encryption
[IEEE] 2026-1-2 | Feasibility of EV Adoption as Distributed Solar Energy Storage: A Logistic Forecast of the UAE's Viability Timeline
[IEEE] 2026-1-2 | Revolutionizing Air Mobility: Cutting-Edge Infrastructure for Safe Air Corridor Navigation
[IEEE] 2026-1-2 | IntelliTest: An Intelligent Framework for Agentic Functional Test Generation Using Multimodal Data and Domain Knowledge
[IEEE] 2026-1-2 | Reinforcement Learning Based C-DRX Configuration Selection for UE Power Saving in 6G
[IEEE] 2026-1-2 | DenseLoc: A Benchmark Dataset for Ultra-Precise Indoor Localization Using Deep MLP Model
[IEEE] 2026-1-2 | Seeing More With Less: Leveraging Positional Telemetry for V2X Cooperative Perception
[IEEE] 2026-1-2 | CSI Prediction for 5G and B5G in mMIMO System using Deep Learning Approach
[IEEE] 2026-1-2 | Expanding Front-Haul Networks’ Capacity and Flexibility by Spatial Parallelism
[IEEE] 2026-1-2 | Real-Time Software Architecture for Pid Angle Control in Experimental Pvtol Platforms
[IEEE] 2026-1-2 | Towards Design and Implementation of an Interactive System for Real-Time Monitoring of Domestic Energy Consumption
[ACM] 2026-1-2 | Session Summary Podcast: Session 4: Graph Neural Networks and Training
[ACM] 2026-1-2 | Session Summary Podcast: Session 33: Compression and Data Reduction 2
[ACM] 2026-1-2 | Exploring Interactions with Companion Virtual Agents
[ACM] 2026-1-2 | Acupressure Robot Synchronized with User Respiratory Phase for Mood Enhancement
[ACM] 2026-1-2 | Session Summary Podcast: Session 5: Paper Session E - Artificial Intelligence/LLM &amp; Automated Tools
[IEEE] 2026-1-2 | A Low-Cost Low-Power Radiation-Reflection-Integrated Programmable Metasurface Antenna for Dynamic Beam Scanning and Multiharmonic Independent Beam Control
[IEEE] 2026-1-2 | Towards a Multi-Layer Defence Framework for Securing Near-Real-Time Operations in Open RAN
[IEEE] 2026-1-2 | Institutional Approaches to Post-Quantum Cryptography: A Comparative Analysis of Migration Frameworks
[IEEE] 2026-1-2 | 2025 Mexican International Conference on Computer Science (ENC)
[ACM] 2026-1-2 | Session Summary Podcast: Session 5: Performance: Benchmarks and Optimization
[IEEE] 2026-1-2 | Modeling of Visual Cortex Responses to Retinal Neuromorphic Spike-Timing-Based Microstimulation in Mouse Brain Slices
[IEEE] 2026-1-2 | Pelvic Tumor Segmentation in Magnetic Resonance Images By U-Net
[IEEE] 2026-1-2 | Securing IEC 61850 with Ascon Lightweight Authenticated Encryption: A Case Study
[IEEE] 2026-1-2 | Traffic Monitoring of 5G RAN using Cloud Computing
[IEEE] 2026-1-2 | Monitoring of Vital Signs in Anesthetized Rats via Harmonic-based Algorithms with 24 GHz Doppler Radar
[IEEE] 2026-1-2 | Photon Blockade in a Two-Cavity System with Two-Photon Dissipation
[IEEE] 2026-1-2 | Preference-Aware Data Segmentation and Scheduling for Efficient Task Downloading in Smart Community Networks
[IEEE] 2026-1-2 | Wideband Reconfigurable Intelligent Surface Unit Cell Utilizing Asymmetric Resonator Geometry for mmWave Communications
[IEEE] 2026-1-2 | Leveraging Artificial Intelligence for Optimal RAN Functional Split Decisions in 6G Space-Air-Ground Integrated Networks
[IEEE] 2026-1-2 | Digital Twin Assisted Proactive Management in Zero Touch Networks
[IEEE] 2026-1-2 | Balancing Robot Control via State-Space Approach with Evolutionary Dynamic Parameter Identification
[IEEE] 2026-1-2 | Design and Implementation of a Hybrid System Integrating Wireless Sensors with an Optical Link with Potential Application in Precision Agriculture
[IEEE] 2026-1-2 | ESP-NOW Based Automatic Gate Control System
[IEEE] 2026-1-2 | A Review of Power System Challenges Stemming from Large AI Data Center Loads
[IEEE] 2026-1-2 | Planar PCB Antenna Array with DT Distribution and Increased Efficiency for Surveillance Radar Application
[IEEE] 2026-1-2 | Energy-Efficient Zonal HVAC Control using Iot, CCTV Occupancy Analytics and MPC
[IEEE] 2026-1-2 | RO-MIL: A Ground-View Military Object Detection Dataset
[IEEE] 2026-1-2 | Iot-Based Adaptive Street Lighting: Scalable Solutions for High-Density Large-Scale Smart City Networks
[IEEE] 2026-1-2 | Central Dogma of Biology: Inclusion, Educational Game, and AI Technology in the University Classroom
[IEEE] 2026-1-2 | Energy Efficiency Testing and Power Modeling of O-RAN Radio Units
[IEEE] 2026-1-2 | Throughput Prediction in Dense WLANs Using TabTransformer Models Trained on Simulated Scenarios
[ACM] 2026-1-2 | The Influence of Robot-Robot Interaction on Human Impressions
[ACM] 2026-1-2 | An Algorithm to Generate Menu-Based Chatbot Dialogue Scenarios Based On Hierarchical Clustering
[ACM] 2026-1-2 | Micro Machines, Macro Visions: Experts' Visions and Laypeoples' Perceptions of Social Futures With In-Body Cybernetic Avatars
[ACM] 2026-1-2 | Impact of Personality on Generation of Co-speech Nonverbal Behaviors Represented by 3D Skeleton Pose
[ACM] 2026-1-2 | The Fluctuating Pricing Changes and Trends of Bitcoin: A Comprehensive Analysis
[IEEE] 2026-1-2 | Review for "Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2"
[ACM] 2026-1-2 | Session Summary Podcast: Session 15: Machine Learning: Methods
[ACM] 2026-1-2 | Session Summary Podcast: Session 8: Paper Session H - Artificial Intelligence/LLM &amp; Automated Tools
[IEEE] 2026-1-2 | Half Title Page
[IEEE] 2026-1-2 | Reduced harmonic errors by geometrically modulating the demagnetizing fields in wave-type anisotropic magnetoresistance angle sensors
[IEEE] 2026-1-2 | Radar-Centric AFDM Waveform With Chirp-Domain Index Modulation for ISAC
[IEEE] 2026-1-2 | A Cryo-CMOS Smart Temperature Sensor for the Ultrawide Temperature Range From 5 K to 296 K
[IEEE] 2026-1-2 | Microwave Resonator Orientation-Based Dual-Principle Linear Displacement Sensor
[IEEE] 2026-1-2 | Classification of Non-Functional Requirements Using Neuroevolution of Convolutional Neural Networks
[IEEE] 2026-1-2 | Study on Student Satisfaction with a Learning Management System in a Hybrid Learning Modality
[IEEE] 2026-1-2 | Development of AI-Based Microdrone Capabilities for Multifunctional Aerial Applications
[IEEE] 2026-1-2 | Charge Carrier Recombination Study of Perovskite $\text{MAPbI}_{3-\mathrm{x}} \text{Cl}_{\mathrm{x}}$ Solar Cell
[IEEE] 2026-1-2 | Comparative Analysis of Natural Frequency in Mechanical Materials using Adaptive Photodetection with Speckle Patterns
[IEEE] 2026-1-2 | Highlights in Electrical Substations Technologies for Connection to TSO's
[IEEE] 2026-1-2 | Robustness and Explainability of Machine-Learning-Based Medium Voltage Circuit Breaker Condition Assessment Method
[IEEE] 2026-1-2 | Characterization of physical properties of a microactuator based on a Yoshida-type chemomechanical gel
